county_ansi,sector_desc,end_code,state_fips_code,domain_desc,unit_desc,freq_desc,group_desc,country_name,domaincat_desc,short_desc,county_code,class_desc,asd_desc,location_desc,reference_period_desc,agg_level_desc,prodn_practice_desc,source_desc,state_alpha,load_time,week_ending,zip_5,watershed_code,asd_code,congr_district_code,country_code,year,state_name,Value,watershed_desc,statisticcat_desc,state_ansi,county_name,commodity_desc,util_practice_desc,begin_code,region_desc,CV_pct,var_name,description
117,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",117,CONTRACT,WESTERN,"NEW YORK, WESTERN, WAYNE",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,40,,9000,2017,NEW YORK,7096000.0,,EXPENSE,36,WAYNE,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
121,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",121,CONTRACT,WESTERN,"NEW YORK, WESTERN, WYOMING",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,40,,9000,2017,NEW YORK,468000.0,,EXPENSE,36,WYOMING,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
123,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",123,CONTRACT,WESTERN,"NEW YORK, WESTERN, YATES",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,40,,9000,2017,NEW YORK,1217000.0,,EXPENSE,36,YATES,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
011,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",011,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, CAYUGA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,1382000.0,,EXPENSE,36,CAYUGA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
017,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",017,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, CHENANGO",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,178000.0,,EXPENSE,36,CHENANGO,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
023,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",023,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, CORTLAND",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,194000.0,,EXPENSE,36,CORTLAND,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
043,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",043,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, HERKIMER",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,131000.0,,EXPENSE,36,HERKIMER,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
053,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",053,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, MADISON",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,300000.0,,EXPENSE,36,MADISON,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
065,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",065,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, ONEIDA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,654000.0,,EXPENSE,36,ONEIDA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
067,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",067,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, ONONDAGA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,984000.0,,EXPENSE,36,ONONDAGA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
075,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",075,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, OSWEGO",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,86000.0,,EXPENSE,36,OSWEGO,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
077,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",077,CONTRACT,CENTRAL,"NEW YORK, CENTRAL, OTSEGO",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,50,,9000,2017,NEW YORK,270000.0,,EXPENSE,36,OTSEGO,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
001,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",001,CONTRACT,EASTERN,"NEW YORK, EASTERN, ALBANY",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,479000.0,,EXPENSE,36,ALBANY,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
035,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",035,CONTRACT,EASTERN,"NEW YORK, EASTERN, FULTON",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,41000.0,,EXPENSE,36,FULTON,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
057,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",057,CONTRACT,EASTERN,"NEW YORK, EASTERN, MONTGOMERY",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,217000.0,,EXPENSE,36,MONTGOMERY,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
083,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",083,CONTRACT,EASTERN,"NEW YORK, EASTERN, RENSSELAER",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,960000.0,,EXPENSE,36,RENSSELAER,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
091,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",091,CONTRACT,EASTERN,"NEW YORK, EASTERN, SARATOGA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,408000.0,,EXPENSE,36,SARATOGA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
093,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",093,CONTRACT,EASTERN,"NEW YORK, EASTERN, SCHENECTADY",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,,,EXPENSE,36,SCHENECTADY,LABOR,ALL UTILIZATION PRACTICES,00,,,total_contract_labor_expenses,Total expenses for contract labor ($)
095,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",095,CONTRACT,EASTERN,"NEW YORK, EASTERN, SCHOHARIE",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,106000.0,,EXPENSE,36,SCHOHARIE,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
115,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",115,CONTRACT,EASTERN,"NEW YORK, EASTERN, WASHINGTON",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,60,,9000,2017,NEW YORK,638000.0,,EXPENSE,36,WASHINGTON,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
003,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",003,CONTRACT,SOUTHWEST,"NEW YORK, SOUTHWEST, ALLEGANY",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,70,,9000,2017,NEW YORK,509000.0,,EXPENSE,36,ALLEGANY,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
009,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",009,CONTRACT,SOUTHWEST,"NEW YORK, SOUTHWEST, CATTARAUGUS",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,70,,9000,2017,NEW YORK,400000.0,,EXPENSE,36,CATTARAUGUS,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
013,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",013,CONTRACT,SOUTHWEST,"NEW YORK, SOUTHWEST, CHAUTAUQUA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,70,,9000,2017,NEW YORK,1091000.0,,EXPENSE,36,CHAUTAUQUA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
101,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",101,CONTRACT,SOUTHWEST,"NEW YORK, SOUTHWEST, STEUBEN",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,70,,9000,2017,NEW YORK,766000.0,,EXPENSE,36,STEUBEN,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
007,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",007,CONTRACT,SOUTHERN,"NEW YORK, SOUTHERN, BROOME",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,80,,9000,2017,NEW YORK,133000.0,,EXPENSE,36,BROOME,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
015,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",015,CONTRACT,SOUTHERN,"NEW YORK, SOUTHERN, CHEMUNG",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,80,,9000,2017,NEW YORK,79000.0,,EXPENSE,36,CHEMUNG,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
097,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",097,CONTRACT,SOUTHERN,"NEW YORK, SOUTHERN, SCHUYLER",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,80,,9000,2017,NEW YORK,432000.0,,EXPENSE,36,SCHUYLER,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
107,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",107,CONTRACT,SOUTHERN,"NEW YORK, SOUTHERN, TIOGA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,80,,9000,2017,NEW YORK,44000.0,,EXPENSE,36,TIOGA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
109,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",109,CONTRACT,SOUTHERN,"NEW YORK, SOUTHERN, TOMPKINS",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,80,,9000,2017,NEW YORK,172000.0,,EXPENSE,36,TOMPKINS,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
021,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",021,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, COLUMBIA",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,1862000.0,,EXPENSE,36,COLUMBIA,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
025,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",025,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, DELAWARE",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,154000.0,,EXPENSE,36,DELAWARE,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
027,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",027,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, DUTCHESS",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,783000.0,,EXPENSE,36,DUTCHESS,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
039,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",039,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, GREENE",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,,,EXPENSE,36,GREENE,LABOR,ALL UTILIZATION PRACTICES,00,,,total_contract_labor_expenses,Total expenses for contract labor ($)
071,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",071,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, ORANGE",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,453000.0,,EXPENSE,36,ORANGE,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
079,ECONOMICS,00,36,TOTAL,$,ANNUAL,EXPENSES,UNITED STATES,NOT SPECIFIED,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",079,CONTRACT,SOUTHEAST,"NEW YORK, SOUTHEAST, PUTNAM",YEAR,COUNTY,ALL PRODUCTION PRACTICES,CENSUS,NY,2018-02-01 00:00:00.000,,,00000000,90,,9000,2017,NEW YORK,38000.0,,EXPENSE,36,PUTNAM,LABOR,ALL UTILIZATION PRACTICES,00,,21.0,total_contract_labor_expenses,Total expenses for contract labor ($)
