county_code,total_labor_expenses,pct_low_employment_farms,pct_mid_employment_farms,pct_high_employment_farms,avg_rent_burden,pct_cropland,pct_harvested_full_owners,pct_harvested_part_owners,pct_harvested_tenants,pct_farmland,pct_owned_part_owners,pct_rented_part_owners,pct_operated_full_owners,pct_operated_part_owners,pct_operated_tenants,avg_farm_value,avg_income_per_farm,avg_net_income_per_farm,avg_net_income_per_producer,pct_farmers_early_career,pct_farmers_mid_career,pct_farmers_late_career,pct_full_time_farmers,pct_producers_housed_on_farm,pct_producers_housed_off_farm
021,10662000.0,-0.07100618617469909,-0.0803392728553497,0.1513454590300488,25220.212765957447,-0.034420469244446625,0.03925458377887392,-0.04683693965662572,0.011357364934521746,0.0,-0.01565292747657477,-0.016492444348155777,-0.014830644089161127,-0.032145371824730554,-0.0017405819009025415,366966.85971685976,79802.12355212355,3239.382239382241,-505.14360280237815,-0.05950616345508215,0.04694171005789721,-0.032448405609820985,-0.03363928901726776,-0.05817908859412413,0.013166229587118161
023,1596000.0,-0.0556768558951965,-0.08147463889821968,0.13715149479341615,35289.048325911266,-0.01635581416555837,0.22360120165227187,0.003793902578152375,0.011415696582801352,0.0,-0.03990727252792006,-0.0060742759582099876,0.11806775997368545,-0.045981548486130036,0.0033519728082953494,224447.2771532765,142702.46061882027,27906.772811007933,17269.5028194006,-0.03758170731905662,0.02258610678754225,0.015176133249410029,0.04935699450432385,-0.04759883353094352,0.047779366248839134
025,4789000.0,-0.18297298090181008,0.02973274268782819,0.1532402382139819,10385.964912280702,-0.004993191261495528,-0.006004361560750682,0.0799553326917396,-0.0519769695577447,0.0,-0.0031879147376334266,0.0018165589585495273,-0.006499316488549289,-0.0013713557790838993,-0.00512037817356208,86046.1934520005,48956.61405105142,13768.386011616045,6887.649230039284,-0.006592984879883343,-0.03237253957953937,0.06582588491407271,0.04818481848184819,-0.033446367892603135,0.06030672834725331
027,8470000.0,-0.10107586778412947,-0.004669662696275723,0.10574553048040519,11705.555555555555,-0.0006323860178512053,-0.03726054264611739,0.039306171790031263,0.03645435757134129,0.0,-0.017843536185890144,0.006679052010589076,0.000536130902349552,-0.011164484175301054,0.006119354914729655,232970.9677419355,1888.7096774193633,-28372.580645161288,-13186.928976116695,-0.014571634269258449,0.0731311234231696,-0.08295301593263849,-0.014897799480389384,-0.030865495977713153,0.00647196919898585
029,11482000.0,0.017736685349211467,0.012233263991882931,-0.029969949341094426,13946.099290780143,-0.01212565576706845,0.06309314945915304,-0.017042728763287385,-0.04256427540260287,0.0,-0.01827578817708153,-0.0018131931530230155,0.025113474422737737,-0.02008898133010456,-0.006900623528653697,56423.97673017206,69836.95591711861,31361.23163213276,15967.929482696083,-0.022063557902738465,0.024159014507140752,-0.01042035824428722,-0.005029165271026148,-0.061573865973387654,0.053248964333502846
031,-11000.0,-0.009818321358157023,0.1814272293014701,-0.17160890794331313,4923.28278322926,-0.0037910442336992582,0.036814511500027736,0.05337165243025954,-0.11855905357780475,0.0,-0.004964149262388383,-4.528697572705152e-05,8.970304807473864e-05,-0.005009436238115436,-0.0030159384027457843,131948.05867126834,1990.911705493243,-7106.614897900489,-3064.4437295094526,-0.03984741244599686,-0.005653093115176033,0.055496828752642724,0.05667647148941385,-0.07802494101786317,0.08802126420933296
033,5877000.0,-0.21104767289966728,0.05692685059384972,0.15412082230581758,17182.190701339634,0.0008065253751462498,-0.18517677240052377,0.00341647060531991,-0.010355148178830069,0.0,-0.007273466616284356,-0.0013417167452771384,0.008321712793974069,-0.008615183361561488,-0.0007375126355383267,251028.85698660102,123376.10062893081,48911.72819250752,22989.745296898524,0.014598602988021514,-0.007843126000837974,-0.005876365779137416,-0.05937970525381342,-0.029830472156376575,0.0307095833644227
035,810000.0,0.19907407407407407,0.6203703703703703,0.18055555555555555,497.38766980146283,-0.004440341316927006,0.0210362061025558,-0.10676967062588888,0.007472202465162411,0.0,-0.003510000189218338,-0.0027846632228928966,0.011520243208638446,-0.0062946634121112365,-0.0019047979463502937,31376.505243313266,-3789.2305879580526,-18268.38694473901,-10944.423900650212,-0.01287325506147731,-0.07264028843487103,0.08398816677452159,0.06495947736587471,-0.005462081291793819,0.003936704569967031
037,20528000.0,-0.01852544151626663,-0.03789765740769935,0.05642309892396602,11174.090139652988,-0.023896966972637768,-0.02052173575130728,0.03153230198681023,0.011618248422466004,0.0,0.025843241546980922,-0.0053474240757704905,-0.02107905756009116,0.02049581747121043,0.0004057322357431045,446378.2438677568,342489.89216731844,91311.9326934471,40202.43700324983,-0.004386894081872358,0.04017812749951362,-0.0467253219193382,0.056630421467534275,-0.0021891235579383217,-0.008744964943758704
039,0.0,-0.15752757949383517,0.025008735586282638,0.13251884390755253,618.6612576064908,-0.0047201536058582155,-0.298855601720242,0.07124954758747726,-0.054304249580873244,0.0,-0.0051788702095450535,-0.005627947066876237,0.0033777339968081785,-0.010806817276421299,-0.004077907591571841,316991.64372313186,28649.929961841277,15096.000579626141,7238.532262623241,0.010391208206560587,0.07349493740336176,-0.09636390842436038,-0.0017124711124412162,-0.010299765574342867,-0.0021779972400950975
041,0.0,0.0,0.0,0.0,0.0,8.643301456745948e-05,0.3287671232876712,0.0,0.0,0.0,0.0,0.0,-0.0007296733210689987,0.0,-0.00011827622411342872,130238.09523809527,0.0,-4589.285714285715,-1804.6594982078852,-0.14456391875746713,0.22580645161290322,-0.08124253285543614,-0.30107526881720426,-0.03942652329749108,0.03942652329749108
043,3078000.0,-0.18613799189338753,-0.09104732845740038,0.277185320350788,22177.017073987277,-0.010834422981009215,0.007027980533834743,0.08326787544616077,-0.00023539681334615661,0.0,-0.007681246533808438,0.002260427355820268,-0.005274699486035046,-0.00542081917798818,-0.0017113715436327791,205412.94100749487,83835.99482934219,21206.663097694098,8073.1165596630035,-0.02888788599122394,0.024737485625215577,-0.06467566851059947,0.0800643351955902,-0.07666403923241083,0.007837970355803081
045,15265000.0,-0.17771998443675383,0.02151960081638782,0.15620038362036603,31396.73913043478,0.007122941966077684,-0.0143724106425214,0.08136827960102133,-0.0028656872481734505,0.0,0.0009076779455196166,0.007507740510023869,-0.003521100741167696,0.008415418455543472,-0.0023806532818038276,-5139.446871923516,110598.6298229289,46892.329503310815,21676.458676819464,0.010310751304390714,0.021388307560737937,-0.04066122022720453,-0.042842399996710745,-0.04849373193485651,0.0395315705727807
047,-2516000.0,0.0,0.0,0.0,24714.285714285717,-0.0005180086946182843,-0.4782608695652174,0.0,-0.5217391304347826,0.0,0.0,0.0,-0.00024775890805892156,0.0,9.009414838506236e-05,404733.3333333334,115564.91228070174,-142842.1052631579,-20876.923076923078,0.2980769230769231,-0.1692307692307692,0.15192307692307694,0.34615384615384615,0.11923076923076922,0.16153846153846152
049,3905000.0,-0.09570162721313863,0.044974596368670794,0.050727030844467835,8954.523322621482,-0.013985249293655716,-0.036651949955638086,0.04846706475305318,-0.0022618533422013656,0.0,-0.007700690512410957,-0.002557090163783707,-0.028829168970213453,-0.010257780676194664,0.0010407332449915473,154091.65042016807,130303.78823529411,46614.33277310924,19839.60904287765,0.0004992539344400582,0.04243564598016121,-0.05600371625109102,0.011571054533169423,-0.041651104083184065,0.0285822877466943
051,7844000.0,-0.05679605656811251,0.014213260644511783,0.042582795923600814,41954.86111111111,0.03088353296290164,-0.03184879288995095,0.01394128190751176,0.029444190283574118,0.0,0.0075285411843849515,0.016724045824182354,-0.019471814962109965,0.024252587008567306,0.0126654597257672,408376.49184736935,192809.36242373905,90564.9862062828,45305.91241884238,-0.012566192383846764,0.030361007505640747,-0.04140304830317254,-0.02399042224985032,-0.03797485840585724,0.01436662522447854
053,11716000.0,-0.019362939466032236,0.014869151467089614,0.004493787998942622,22401.32953466287,0.0015676368904322113,-0.001391491868140582,0.011746431355332598,0.04636658389854545,0.0,-0.009627452196776992,-0.0036935058241910346,0.003502626970227657,-0.013320958020968027,0.006633040175226788,344921.52638731943,125814.3933636866,50055.73287340827,21549.227245405364,-0.0033446567457787735,0.015200087430101455,-0.033890548441740664,-0.043995100271397636,-0.0739740624032349,0.051938944645817026
055,7471000.0,-0.049059857587894995,0.0425595238095238,0.006500333778371226,7361.111111111113,-0.032370679976968686,0.045819178679324446,0.04066436856352362,-0.018155865872261253,0.0,-0.020023251888324364,-0.016659098311741727,0.0033974384882944075,-0.036682350200066105,0.0026699254180228282,-23206.753138727974,52379.495501249534,15114.605806971485,7180.416593330716,-0.03568414544437075,0.05084099411958501,-0.027560778579584166,0.007522012067712747,-0.06391284529950403,0.05150891539513408
057,7429000.0,-0.009055714075205334,0.16637865209178956,-0.1573229380165843,3337.792642140468,-0.02268306377101381,-0.02652215387735679,0.05443280909862647,0.00298549425483306,0.0,0.020004263648520315,-0.006666795868136982,-0.026004379929843613,0.013337467780383305,0.006066009031182775,296440.2258090813,108718.4927040026,15548.442977093015,8093.125569866286,-0.04813356846858159,0.07039752780401515,-0.020401076671926255,-0.06640532439382607,-0.03469264073991163,0.03655552340341893
059,0.0,0.0,0.0,0.0,144250.0,0.0004887260641831507,-0.1638418079096045,0.0,0.022556390977443608,0.0,-0.0027557585472431437,-0.00046661250301925736,0.0010045892712061658,-0.003222371050262401,-0.00014272853033530226,938594.8275862068,217452.58620689658,97456.89655172414,36609.10075839654,-0.13976164680390032,0.058721560130010814,0.1670639219934994,0.3889490790899241,-0.10422535211267608,0.19024918743228597
061,0.0,0.0,0.0,0.0,0.0,0.00034480295099778677,0.0,-0.5714285714285714,0.15476190476190482,0.0,-0.00027586206896551725,-0.00027586206896551725,0.0,-0.0005517241379310345,0.0006206896551724137,0.0,-4261.9047619047615,0.0,0.0,-0.33783783783783783,-0.17567567567567566,0.35135135135135137,-0.5,0.13513513513513514,-0.29729729729729726
063,9615000.0,-0.02264495785366369,0.13752961693956822,-0.1148846590859045,12435.705838081929,-0.049296410117038836,-0.04646239079261126,0.040779643002820665,0.03337083833838188,0.0,0.0010170322997493098,-0.029945618684678127,-0.03736397192990852,-0.02892858638492879,0.010227157155420483,110540.75510015688,77906.5909720299,32265.40662789625,14127.944761522358,-0.024908939685089046,0.012711159549143897,0.008060630395502866,0.038873433332377305,-0.08787822296153958,0.0837410732210973
065,11611000.0,-0.12004196512553361,-0.17728818464655238,0.297330149772086,8075.719781845855,-0.006339243477394507,-0.009040021898580886,0.11774080443422463,0.006616862708922361,0.0,0.001983523480071969,0.00622380434390353,-0.01524052316559521,0.008207327823975485,0.00046655977893830585,225811.1120204148,124020.9329950724,55451.108399733166,29567.07034999333,-0.020522136182136455,-0.01565529254169537,0.034041448902421556,0.037392486097650446,-0.04135591532182292,0.039219935500412584
067,12739000.0,-0.10907927736945336,0.025085295946129793,0.0839939814233236,27990.66104320881,0.008764093560001546,0.10095202415376328,-0.054644979881535716,0.02937063099313046,0.0,-0.0154546257487434,-0.00933620786561963,0.022016669075492615,-0.024790833614363017,0.009844068667598078,-68105.09434385842,188258.58411251666,80649.62565524362,27521.26488385712,0.0026351747023228567,-0.013402303337887958,0.006269763810267337,-0.024309974624243613,0.009318758539918037,-0.013816123365215704
069,13715000.0,-0.02671149399864267,0.024144989850367865,0.002566504148274751,15919.961645746163,-0.0575027687755742,0.005108393491656135,0.05227607879505958,0.015660453401320187,0.0,-0.018811256671518672,-0.026128093158660853,-0.015642891800097036,-0.044939349830179554,-0.0013100436681222714,132456.78786852164,113991.69238247443,35613.197917203695,18267.284047238027,-0.02320363513182025,0.04170169024284828,-0.00861404758845441,0.006230653319160395,0.00555502342043479,0.004328984102138805
071,4805000.0,0.03837046184835258,0.022801664188767917,-0.06117212603712052,12124.2965500367,-0.01989118717004343,0.03264690374812512,0.030537048584493465,-0.003438185347637429,0.0,-0.0029602700597247435,-0.011675659039979996,-0.0077517143214364745,-0.014635929099704736,-0.00739971339815536,217923.32001481578,14416.901119858783,14348.225379787902,5214.600263115002,0.02721086455398515,0.05898258318392438,-0.1038445642303304,-0.03078358208955223,0.0069446061424546235,-0.024595722634875583
073,25088000.0,0.022999804205975305,0.036499602418256005,-0.059499406624231366,37162.94498381877,0.018545827614040944,-0.09016431510602922,0.024830629419377304,-0.004477098988472863,0.0,-0.030618031372799615,0.01332625155745823,-0.10044008178652439,-0.017291779815341357,-0.003662023577521485,590397.2647346141,214377.94420926954,54595.76142407468,23060.237653685013,0.016873869542322062,0.029088536300570067,-0.03422854133754605,-0.033719119902923644,-0.015191061657165106,0.02692492616251116
075,1870000.0,-0.02261817698291338,0.13515557476231632,-0.11253739777940297,3994.5674044265606,0.0019654461469339607,-0.24070212026416407,0.013784815783469462,-0.006653756393068176,0.0,-0.008958184194453017,-0.0002035950953284786,0.007380322205657319,-0.009161779289781492,0.0010081241010619784,100643.93437555205,48944.908143437555,31127.57242536654,17015.828307507487,0.05030154955071958,-0.041662269914581246,-0.012319022919930367,0.014916488767313052,0.005671133766785519,-0.009350877050577522
077,1947000.0,-0.08377825788240745,0.16532568476992227,-0.08154742688751482,2526.6611977030343,-0.016251523891458494,0.00960829465398036,0.04631813456019007,-0.02189371945062577,0.0,-0.008039244741501,-0.001455299833880562,-0.0065402703145350655,-0.00949454457538157,-0.005875792576878983,69020.7814445828,14129.202988792036,1021.1706102117059,126.15547545513436,-0.02696714180372889,0.01539155576700632,0.013926631956484248,-0.05425235574980358,0.009853068589793623,-0.007502022670031944
079,235000.0,-0.19815668202764977,-0.21658986175115208,-0.5852534562211982,38187.5,-0.008611525698379209,0.22361623616236162,-0.6413871951219512,0.0,0.0,-0.0027951153324287654,-0.01653324287652646,-0.006295793758480325,-0.019328358208955225,-0.006512890094979647,170478.1890284203,-12969.431592861863,9674.157303370786,4767.195767195767,0.10317460317460317,-0.09386243386243386,0.03703703703703698,0.1252910052910053,-0.14296296296296296,0.18931216931216932
081,0.0,0.0,0.0,0.0,10250.0,0.00022994093966077013,0.625,0.0,0.375,0.0,0.0,0.0,0.000905055380769728,0.0,8.619575054949792e-05,-266197.36842105264,-8500.0,-11368.421052631578,-3323.076923076923,0.1076923076923077,0.18461538461538463,-0.6615384615384615,0.06153846153846154,0.0,-0.36923076923076925
083,1677000.0,0.04673155069482765,0.06355039381929464,-0.11028194451412232,5958.874458874459,-0.012661303961906734,0.0061797311701549396,-0.005464016669931571,-0.002579348242132979,0.0,-0.0002442745166597593,-0.009948199433378914,-0.011751520129896567,-0.01019247395003868,-0.002540933942902029,49426.064931060304,40858.5524866746,5825.153076956958,838.8251402120786,-0.023261169703878953,0.030740674965770487,-0.026971132638622275,-0.06269470717301512,-0.024475672702899298,0.004984045326168529
085,0.0,0.0,0.0,0.0,0.0,0.00013581696207908196,1.0,0.0,0.0,0.0,0.0,0.0,0.00013582527436705423,0.0,0.0,2551600.0,15800.0,-21200.0,-9636.363636363636,-0.08163265306122448,0.1410018552875696,0.6345083487940631,0.30241187384044527,0.37291280148423006,0.32096474953617804
087,890000.0,0.0,0.0,0.0,26866.666666666668,-0.001232484094302138,-0.2806451612903226,0.3606936416184971,-0.07741935483870968,0.0,-0.0003693693693693693,0.0014054054054054054,0.0,0.0010360360360360359,0.0,-863285.7142857143,71000.0,115634.92063492064,46864.25061425062,-0.14373464373464373,0.13206388206388206,0.09275184275184267,0.269041769041769,0.23525798525798525,-0.15417690417690422
091,11648000.0,-0.08726248094789882,0.15216392436422985,-0.06490144341633108,21091.640866873066,0.006221324874438661,0.00230698709407684,0.045707986333434425,0.0064026458955399185,0.0,0.0019193783914644574,0.004155116638406474,-0.0037558087720415065,0.006074495029870938,0.0018615076861941717,103413.93249739462,61230.86081509621,24633.999506953085,9654.516488666077,0.04877513570083361,0.06868274740635175,-0.13710426116291574,-0.05182071815943612,-0.07428520444949227,0.05463882639376191
093,0.0,0.0,0.0,0.0,7375.0,-0.011879003416689585,-0.024969021978020145,0.0,0.0,0.0,-0.0043992637343333515,0.004208323468086245,-0.03310140455659851,-0.00019094026624710825,0.007377931887788225,178569.18168168172,14614.564564564567,8559.496996996997,5074.207520909481,-0.03586154866738641,0.07598954200757033,-0.021319215910716838,0.0726986563300771,0.07817479415705197,-0.0593660167275849
095,1314000.0,0.09430290372726086,0.03369367872696416,-0.12799658245422507,3029.7797797797803,0.013054001409649796,-0.03379024477380979,0.06405746677306012,-0.03453954790014841,0.0,0.010028545295554372,0.016888462272969418,-1.50767406097152e-05,0.026917007568523776,-0.004761737242564654,317687.7478199197,37611.146430106965,-4645.351550585579,-2321.332654714006,-0.012893767265580225,0.06532031152468479,-0.05044510385756684,0.01730159187449387,-0.030611493634742803,0.032592934036280524
097,5601000.0,-0.15877302243033153,-0.04960550224263072,0.20837852467296225,13408.68140868141,-0.020814815131178055,-0.07272560225097477,0.12219197041694274,0.02918115760614173,0.0,0.019002250955347327,-0.03153241042577795,-0.04179733787648776,-0.012530159470430652,0.015904213046023234,153082.78562821785,78019.51199474205,9563.80764596341,1355.6143790330898,-0.051468779020390654,0.026041956043781594,-0.004853598330012865,0.07182769924358473,-0.07533594202668492,0.045055520720062886
099,17282000.0,-0.24449485783424077,-0.08591954022988507,0.3304143980641258,5133.683235566534,-0.06304622032869689,-0.03327275842108399,0.040852788793344086,-0.0011948647418888528,0.0,-0.017661482618475305,-0.032648884512535364,-0.02332821686118916,-0.05031036713101067,-0.0006419724482801901,264152.2190381719,85509.28579301221,-2506.9069400051376,-5589.948305215905,-0.009357065469741549,-0.027848320693391132,-0.0011626683175979258,0.020203683640303338,-0.13404859928803592,0.09568054480730537
089,7107000.0,-0.13110340574411053,-0.09120841761336795,0.2223118233574785,19251.489032008136,-0.017262604897769485,-0.015751758846122288,0.04985520246085995,-0.004870233237618923,0.0,-0.014408116039395166,-0.0036104851614950015,-0.010234859406273195,-0.018018601200890175,-0.0021910180506762586,186401.52522834088,115782.16724306106,42083.6935798528,21745.874320989937,-0.013699311559850255,-0.0250381640462813,0.0368664562092722,0.012798672563606506,-0.008201739135651587,0.0063307197387922065
101,2180000.0,-0.016507896261953037,0.019627463054187194,-0.0031195667922341297,12815.334614820476,-0.029453181291197894,-0.016213065833004886,0.02137218215544423,0.0034394675737049025,0.0,-0.019786482626571567,-0.00995785161205505,-0.008990382616571008,-0.029744334238626602,-0.0005775598881286722,270783.7325934764,56278.74243210026,20155.01665906216,9193.36164199336,-0.038039229779514405,0.045695755067224425,-0.026765761827087675,-0.04201852012455254,-0.05028836341215093,0.031179126872773216
103,47381000.0,-0.02775314721798372,0.011823978450261174,0.015929168767722546,28370.06211180124,0.0032230540624252693,0.07208237442739313,-0.09663492866405904,0.018822338836129604,0.0,-0.0022798254305098926,0.0010233502120409067,0.005977256598637591,-0.001256475218468986,0.0017741498650960435,438646.2555610478,227216.74493326736,49686.54226396441,10309.51072017592,-0.06118746564046179,0.040419033657076525,-0.09291429967625675,-0.09634109095351534,-0.18242624152464726,0.06874350986500516
105,-5051000.0,0.324,0.444,0.232,6041.8200066912,-0.004741692494330811,0.12256315359125533,0.04334062623424528,0.03679476696647588,0.0,0.014841641812242581,-0.0012007591896812178,-0.015843888393952305,0.01364088262256137,0.00022917715717034022,145820.31238367502,24726.024031804176,50029.60795699885,24380.410433706948,-0.07926778499807709,0.06642190777135923,-0.050741215045535415,-0.039556579349062926,0.022847027012025234,-0.08643411928427847
107,1331000.0,-0.008721417989040192,-0.12940399478785497,0.13812541277689516,3706.908190819082,0.013933345882008397,-0.04184623927816114,0.05055054717937313,-0.025293227763437513,0.0,0.0041517278780392325,0.011319333554276757,0.013672381067156764,0.015471061432315997,-0.012093639842125877,194981.75894552632,57167.63227463976,21367.393975499872,9372.287840619303,0.008269690504201871,0.029241359752031154,-0.047004854358176695,-0.037324940677571805,-0.09176199243597505,0.08226818833403124
109,1046000.0,-0.08980562498483341,-0.04083452643839938,0.13064015142323282,12288.060479666317,0.01760218182972348,-0.012688643527240251,-0.02648260473413444,0.030900028219682654,0.0,0.006945930376100723,-0.002570981812196532,0.0013793103448275917,0.0043749485639042185,-0.0002468932598140069,101059.30875811249,60736.49887515165,21952.026101193165,9515.22386128364,-0.041744306418219454,-0.0023291925465838414,0.08333333333333337,-0.008980331262939956,0.045153985507246364,-0.005894151138716358
111,23939000.0,-0.06905221338347048,0.0031808511223138103,0.06587136226115675,7682.501708817499,0.004686537688236077,0.07410907436572264,0.00521451095483888,-0.01807596177967817,0.0,0.008475200518129673,0.002380783615538888,0.010753136505209787,0.010855984133668561,-0.0020208169159331825,341760.676617499,88031.45557803779,-4394.514334867992,-3268.471720818292,-0.045726934499166455,0.028704225041124326,0.0009373033484582072,-0.02765983285308954,-0.13873745570165275,0.1226520495920688
113,1450000.0,0.0,0.0,0.0,-500.0,2.8827829552312192e-05,0.16272240150700223,-0.31746031746031744,0.0,0.0,0.0006468037265984069,0.0016089017488924162,-0.01664393544934842,0.002255705475490823,0.0,58283.87096774194,2834.946236559139,-4207.12365591398,-1484.165347112259,-0.023918659888324034,-0.03404450370864237,0.05317109759146599,-0.012001000083340263,-0.15305442120176682,0.14826235519626638
115,6457000.0,-0.10932692460981713,0.08831922457633873,0.021007700033478405,13275.699037011253,0.024460514270218392,-0.009842694804365726,0.04128828470257562,0.005939103270555735,0.0,0.023692209938208142,0.004507967899057622,-0.010339375915269775,0.02820017783726575,-0.0013760769399959018,270721.2021857924,202194.49180327868,77806.33879781421,39862.1376514607,-0.017761138027459253,0.0024347959454759094,0.034471749441773225,0.05311791212432909,0.04879921091170447,-0.02965380355191459
117,51474000.0,-0.012302305993113355,0.05181780929486253,-0.03951550330174913,19132.647124636384,0.02429553321692418,-0.008407589446582708,0.04070466213393442,0.034527839314451234,0.0,0.023563264492856756,0.005154625836785706,-0.01772290780930988,0.028717890329642448,0.010034959334866955,282642.0179836657,175075.2823139188,49523.30985551286,22300.437276108983,-0.07070389329742066,0.04784110280739781,0.005585141459394705,-0.018179971312459076,-0.03575948667159812,0.018481837640969917
119,5404000.0,-0.10833442651624468,-0.18467138921684373,0.29300581573308854,21083.333333333332,-0.008153143620241238,0.3876015398166574,0.107225502669668,-0.045051599082199675,0.0,0.0010162232787718215,0.0014299713279860632,0.0035023409429100275,0.002446194606757885,-0.008365695205603745,26457.32689210947,47263.04347826087,80492.6731078905,38183.33333333333,-0.019551282051282065,0.03878205128205128,-0.021794871794871717,0.029807692307692313,-0.01602564102564108,0.013461538461538414
121,12945000.0,-0.03445076739887941,-0.0048980575786574665,0.03934882497753689,20632.196770229948,-0.03471906966891858,-0.020902211619927197,-0.002175498290007405,0.04483128046656716,0.0,-0.010741747306655114,-0.03162950329633252,-0.053948613589694244,-0.04237125060298763,0.014745848940718734,456931.3225916035,238013.15840396303,116373.66427149312,60296.688783238904,-0.03857831852565831,0.03149546968932515,0.008286028945041268,0.016942777212154536,-0.020774146335876598,0.021977326444584694
