region_desc,begin_code,util_practice_desc,commodity_desc,county_name,state_ansi,statisticcat_desc,watershed_desc,year,Value,state_name,congr_district_code,country_code,asd_code,watershed_code,zip_5,week_ending,load_time,state_alpha,source_desc,prodn_practice_desc,agg_level_desc,reference_period_desc,location_desc,asd_desc,class_desc,county_code,short_desc,domaincat_desc,country_name,group_desc,freq_desc,unit_desc,domain_desc,state_fips_code,end_code,sector_desc,county_ansi,CV_pct,var_name,description
,00,ALL UTILIZATION PRACTICES,LABOR,NIAGARA,36,EXPENSE,,2022,2849000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, NIAGARA",WESTERN,CONTRACT,063,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,063,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ONTARIO,36,EXPENSE,,2022,2524000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, ONTARIO",WESTERN,CONTRACT,069,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,069,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ORLEANS,36,EXPENSE,,2022,13964000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, ORLEANS",WESTERN,CONTRACT,073,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,073,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,SENECA,36,EXPENSE,,2022,3481000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, SENECA",WESTERN,CONTRACT,099,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,099,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,WAYNE,36,EXPENSE,,2022,15383000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, WAYNE",WESTERN,CONTRACT,117,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,117,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,WYOMING,36,EXPENSE,,2022,1465000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, WYOMING",WESTERN,CONTRACT,121,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,121,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,YATES,36,EXPENSE,,2022,3262000.0,NEW YORK,,9000,40,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, WESTERN, YATES",WESTERN,CONTRACT,123,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,123,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CAYUGA,36,EXPENSE,,2022,4693000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, CAYUGA",CENTRAL,CONTRACT,011,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,011,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CHENANGO,36,EXPENSE,,2022,395000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, CHENANGO",CENTRAL,CONTRACT,017,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,017,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CORTLAND,36,EXPENSE,,2022,326000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, CORTLAND",CENTRAL,CONTRACT,023,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,023,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,HERKIMER,36,EXPENSE,,2022,177000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, HERKIMER",CENTRAL,CONTRACT,043,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,043,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,MADISON,36,EXPENSE,,2022,9033000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, MADISON",CENTRAL,CONTRACT,053,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,053,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ONEIDA,36,EXPENSE,,2022,676000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, ONEIDA",CENTRAL,CONTRACT,065,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,065,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ONONDAGA,36,EXPENSE,,2022,3510000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, ONONDAGA",CENTRAL,CONTRACT,067,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,067,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,OSWEGO,36,EXPENSE,,2022,520000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, OSWEGO",CENTRAL,CONTRACT,075,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,075,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,OTSEGO,36,EXPENSE,,2022,788000.0,NEW YORK,,9000,50,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, CENTRAL, OTSEGO",CENTRAL,CONTRACT,077,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,077,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ALBANY,36,EXPENSE,,2022,502000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, ALBANY",EASTERN,CONTRACT,001,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,001,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,FULTON,36,EXPENSE,,2022,30000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, FULTON",EASTERN,CONTRACT,035,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,035,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,MONTGOMERY,36,EXPENSE,,2022,249000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, MONTGOMERY",EASTERN,CONTRACT,057,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,057,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,RENSSELAER,36,EXPENSE,,2022,836000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, RENSSELAER",EASTERN,CONTRACT,083,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,083,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,SARATOGA,36,EXPENSE,,2022,1057000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, SARATOGA",EASTERN,CONTRACT,091,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,091,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,SCHENECTADY,36,EXPENSE,,2022,,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, SCHENECTADY",EASTERN,CONTRACT,093,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,093,,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,SCHOHARIE,36,EXPENSE,,2022,928000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, SCHOHARIE",EASTERN,CONTRACT,095,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,095,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,WASHINGTON,36,EXPENSE,,2022,1065000.0,NEW YORK,,9000,60,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, EASTERN, WASHINGTON",EASTERN,CONTRACT,115,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,115,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ALLEGANY,36,EXPENSE,,2022,394000.0,NEW YORK,,9000,70,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHWEST, ALLEGANY",SOUTHWEST,CONTRACT,003,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,003,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CATTARAUGUS,36,EXPENSE,,2022,347000.0,NEW YORK,,9000,70,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHWEST, CATTARAUGUS",SOUTHWEST,CONTRACT,009,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,009,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CHAUTAUQUA,36,EXPENSE,,2022,5612000.0,NEW YORK,,9000,70,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHWEST, CHAUTAUQUA",SOUTHWEST,CONTRACT,013,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,013,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,STEUBEN,36,EXPENSE,,2022,1845000.0,NEW YORK,,9000,70,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHWEST, STEUBEN",SOUTHWEST,CONTRACT,101,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,101,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,BROOME,36,EXPENSE,,2022,181000.0,NEW YORK,,9000,80,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHERN, BROOME",SOUTHERN,CONTRACT,007,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,007,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,CHEMUNG,36,EXPENSE,,2022,183000.0,NEW YORK,,9000,80,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHERN, CHEMUNG",SOUTHERN,CONTRACT,015,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,015,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,SCHUYLER,36,EXPENSE,,2022,1476000.0,NEW YORK,,9000,80,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHERN, SCHUYLER",SOUTHERN,CONTRACT,097,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,097,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,TIOGA,36,EXPENSE,,2022,98000.0,NEW YORK,,9000,80,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHERN, TIOGA",SOUTHERN,CONTRACT,107,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,107,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,TOMPKINS,36,EXPENSE,,2022,395000.0,NEW YORK,,9000,80,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHERN, TOMPKINS",SOUTHERN,CONTRACT,109,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,109,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,COLUMBIA,36,EXPENSE,,2022,1718000.0,NEW YORK,,9000,90,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHEAST, COLUMBIA",SOUTHEAST,CONTRACT,021,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,021,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,DELAWARE,36,EXPENSE,,2022,346000.0,NEW YORK,,9000,90,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHEAST, DELAWARE",SOUTHEAST,CONTRACT,025,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,025,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,DUTCHESS,36,EXPENSE,,2022,987000.0,NEW YORK,,9000,90,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHEAST, DUTCHESS",SOUTHEAST,CONTRACT,027,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,027,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,GREENE,36,EXPENSE,,2022,,NEW YORK,,9000,90,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHEAST, GREENE",SOUTHEAST,CONTRACT,039,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,039,,total_contract_labor_expenses,Total expenses for contract labor ($)
,00,ALL UTILIZATION PRACTICES,LABOR,ORANGE,36,EXPENSE,,2022,3049000.0,NEW YORK,,9000,90,00000000,,,2024-07-02 12:00:00.000,NY,CENSUS,ALL PRODUCTION PRACTICES,COUNTY,YEAR,"NEW YORK, SOUTHEAST, ORANGE",SOUTHEAST,CONTRACT,071,"LABOR, CONTRACT - EXPENSE, MEASURED IN $",NOT SPECIFIED,UNITED STATES,EXPENSES,ANNUAL,$,TOTAL,36,00,ECONOMICS,071,0.0,total_contract_labor_expenses,Total expenses for contract labor ($)
