STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,GEOID,GEOIDbg,bg_2020,B01003_001E,B25003_003E,B25003_002E,B25003_001E,B25038_011E,B25038_010E,B25038_015E,B25038_014E,B25038_013E,B25038_012E,B25038_003E,B25038_002E,B25038_001E,B25038_008E,B25038_007E,B25038_006E,B25038_005E,B25038_004E,B25038_009E,B25056_018E,B25056_019E,B25056_016E,B25056_017E,B25056_014E,B25056_015E,B25056_012E,B25056_013E,B25056_010E,B25056_011E,B25056_026E,B25056_027E,B25056_024E,B25056_025E,B25056_022E,B25056_023E,B25056_020E,B25056_021E,B25056_009E,B25056_008E,B25056_006E,B25056_007E,B25056_004E,B25056_005E,B25056_002E,B25056_003E,B25056_001E,B25074_001E,B25074_003E,B25074_002E,B25074_005E,B25074_004E,B25074_007E,B25074_006E,B25074_009E,B25074_008E,B25074_013E,B25074_012E,B25074_015E,B25074_014E,B25074_017E,B25074_016E,B25074_019E,B25074_018E,B25074_011E,B25074_010E,B25074_025E,B25074_024E,B25074_027E,B25074_026E,B25074_029E,B25074_028E,B25074_021E,B25074_020E,B25074_023E,B25074_022E,B25074_037E,B25074_036E,B25074_039E,B25074_038E,B25074_031E,B25074_030E,B25074_033E,B25074_032E,B25074_035E,B25074_034E,B25074_049E,B25074_048E,B25074_041E,B25074_040E,B25074_043E,B25074_042E,B25074_045E,B25074_044E,B25074_047E,B25074_046E,B25074_051E,B25074_050E,B25074_053E,B25074_052E,B25074_055E,B25074_054E,B25074_057E,B25074_056E,B25074_059E,B25074_058E,B25074_061E,B25074_060E,B25074_063E,B25074_062E,B25074_064E,B25004_005E,B25004_006E,B25004_004E,B25004_003E,B25004_002E,B25004_001E,B25004_008E,B25004_007E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E
36,001,014301,1,Block Group 1; Census Tract 143.01; Albany County; New York,36001014301,360010143011,360010143011,1020.0,57.0,333.0,390.0,33.0,0.0,0.0,0.0,0.0,24.0,21.0,333.0,390.0,83.0,38.0,56.0,117.0,18.0,57.0,0.0,8.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,14.0,17.0,25.0,15.0,14.0,390.0,78.0,15.0,59.0,9.0,18.0,0.0,22.0,62.0
36,027,140301,3,Block Group 3; Census Tract 1403.01; Dutchess County; New York,36027140301,360271403013,360271403013,1562.0,722.0,73.0,795.0,465.0,175.0,0.0,0.0,20.0,62.0,0.0,73.0,795.0,13.0,0.0,17.0,43.0,0.0,722.0,15.0,18.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,183.0,0.0,0.0,0.0,14.0,55.0,0.0,722.0,0.0,722.0,722.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,14.0,45.0,0.0,0.0,0.0,96.0,155.0,0.0,20.0,0.0,0.0,27.0,152.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,14.0,259.0,0.0,0.0,58.0,0.0,57.0,37.0,0.0,0.0,53.0,174.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,54.0,38.0,0.0,0.0,60.0,0.0,152.0,17.0,29.0,126.0,0.0,795.0,56.0,0.0,53.0,0.0,11.0,85.0,206.0,0.0
36,027,140302,1,Block Group 1; Census Tract 1403.02; Dutchess County; New York,36027140302,360271403021,360271403021,1107.0,101.0,253.0,354.0,86.0,0.0,0.0,0.0,15.0,0.0,0.0,253.0,354.0,0.0,0.0,131.0,72.0,50.0,101.0,56.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,101.0,101.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,21.0,0.0,41.0,354.0,41.0,25.0,0.0,19.0,0.0,25.0,22.0,114.0
36,027,140302,2,Block Group 2; Census Tract 1403.02; Dutchess County; New York,36027140302,360271403022,360271403022,1137.6300268121,519.9337138743001,127.7570241592,647.6907380335,353.219163825,17.099148261499998,0.0,14.9524063575,57.815971249,77.75438064299999,0.0,126.9276499328,647.6907380335,0.0,36.6900238087,34.7067792785,13.882711711399999,41.6481351342,520.8410703359999,18.9397147195,0.17860234349999998,0.0,64.7937608825,16.9460605385,56.819144158499995,35.042035890499996,0.0,0.0,0.0,0.0,0.001867584,0.0,0.0,35.050540764,16.9460605385,115.631942498,118.62460261749999,0.0,0.0,0.0,41.866737801,0.0,0.0,520.8392027519999,0.0,520.8410703359999,520.8410703359999,0.0,93.701746507,0.0,0.0,0.0,0.0,58.8127983395,0.0,0.0,0.0,0.0,0.0,0.0,41.866737801,0.0,31.898466896,73.765204697,34.8889481675,0.0,0.0,42.8635648915,18.9397147195,141.704713422,0.0,0.0,61.803279611,0.0,0.0,0.0,19.936541809999998,0.17860234349999998,46.0326485065,121.61290504099999,0.15308772299999998,0.0,0.0,0.0,0.002178848,0.0,71.77155051599999,0.0,15.949233448,0.0,16.9460605385,0.0,12.958752176499999,71.77155051599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.113998954,32.0619270765,16.9460605385,0.0,0.0,0.0,0.0,0.0,0.001867584,0.0,0.0,0.0,0.0,0.0,51.729564780400004,51.729564780400004,0.0,18.9105769921,16.9199899403,0.0,126.5231949043,93.5575914346,95.54817848639999,0.0,39.812143285,647.6907380335,17.0484291708,14.9298051375,20.047677942000004,11.163460710899999,28.863981541599998,12.9392851272,46.9206031413,104.5058202195
36,027,140302,3,Block Group 3; Census Tract 1403.02; Dutchess County; New York,36027140302,360271403023,360271403023,495.1647464631,56.754558837,50.2193649936,106.9739238306,38.658010535,16.9445997189,0.0,0.0475936425,0.184028751,0.247486941,0.0,50.2507513645,106.9739238306,0.0,0.3099761913,0.2932207215,49.2956895859,0.3518648658,56.081719588400006,0.060285280499999996,19.7057703003,0.0,0.20623911749999999,0.0539394615,0.1808558415,17.0017120899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9400821042,0.0539394615,0.368057502,0.3775762305,0.0,0.0,0.0,0.133262199,0.0,0.0,56.081719588400006,0.0,56.081719588400006,56.081719588400006,0.0,0.298253493,0.0,0.0,0.0,0.0,0.1872016605,0.0,0.0,0.0,0.0,0.0,0.0,0.133262199,0.0,0.101533104,0.234795303,0.1110518325,0.0,0.0,0.13643510849999999,0.060285280499999996,17.3412134064,0.0,0.0,0.196720389,0.0,0.0,0.0,0.06345819,19.7057703003,19.8517241373,0.387094959,16.8906602574,0.0,0.0,0.0,0.0,0.0,0.228449484,0.0,0.050766552,0.0,0.0539394615,0.0,0.0412478235,0.228449484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8766239142,17.9305633757,0.0539394615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704352196,0.2704352196,0.0,0.0894230079,0.0800100597,0.0,17.4487571835,0.4424085654,0.4518215136,0.0,0.188258964,106.9739238306,17.8672136421,0.0705971115,19.7536702836,30.0091667223,0.1364877489,0.0611841633,19.880745084300003,0.4941797805
36,027,140400,1,Block Group 1; Census Tract 1404; Dutchess County; New York,36027140400,360271404001,360271404001,1377.0,20.0,454.0,474.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,474.0,113.0,66.0,156.0,89.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,38.0,9.0,17.0,0.0,8.0,26.0,474.0,108.0,17.0,43.0,72.0,8.0,53.0,20.0,41.0
36,027,140400,2,Block Group 2; Census Tract 1404; Dutchess County; New York,36027140400,360271404002,360271404002,2440.0,57.0,660.0,717.0,35.0,0.0,0.0,0.0,7.0,15.0,38.0,660.0,717.0,76.0,59.0,130.0,282.0,75.0,57.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,30.0,0.0,21.0,39.0,11.0,22.0,8.0,3.0,10.0,0.0,717.0,77.0,76.0,120.0,171.0,7.0,19.0,41.0,92.0
36,027,140400,3,Block Group 3; Census Tract 1404; Dutchess County; New York,36027140400,360271404003,360271404003,1798.0,6.0,599.0,605.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,599.0,605.0,117.0,26.0,181.0,161.0,80.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,6.0,30.0,11.0,0.0,9.0,0.0,605.0,84.0,39.0,84.0,186.0,10.0,29.0,28.0,89.0
36,027,140500,1,Block Group 1; Census Tract 1405; Dutchess County; New York,36027140500,360271405001,360271405001,1257.0,393.0,309.0,702.0,87.0,22.0,0.0,0.0,63.0,221.0,28.0,309.0,702.0,36.0,50.0,80.0,75.0,40.0,393.0,71.0,44.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,49.0,0.0,8.0,0.0,0.0,0.0,0.0,75.0,20.0,11.0,27.0,0.0,45.0,10.0,11.0,385.0,0.0,393.0,393.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,39.0,12.0,0.0,36.0,0.0,113.0,215.0,14.0,0.0,0.0,14.0,0.0,36.0,8.0,40.0,73.0,0.0,11.0,0.0,0.0,14.0,55.0,0.0,11.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,0.0,0.0,4.0,64.0,13.0,0.0,0.0,10.0,32.0,23.0,52.0,46.0,177.0,73.0,702.0,30.0,31.0,17.0,7.0,10.0,79.0,59.0,56.0
36,027,140500,2,Block Group 2; Census Tract 1405; Dutchess County; New York,36027140500,360271405002,360271405002,1282.0,24.0,351.0,375.0,12.0,12.0,0.0,0.0,0.0,0.0,21.0,351.0,375.0,57.0,8.0,66.0,106.0,93.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0,375.0,62.0,65.0,23.0,66.0,33.0,19.0,53.0,32.0
36,027,140500,3,Block Group 3; Census Tract 1405; Dutchess County; New York,36027140500,360271405003,360271405003,460.0,237.0,15.0,252.0,193.0,39.0,0.0,0.0,0.0,5.0,0.0,15.0,252.0,0.0,0.0,0.0,0.0,15.0,237.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,116.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,237.0,237.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,14.0,7.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,26.0,37.0,0.0,7.0,0.0,0.0,32.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,21.0,0.0,0.0,35.0,18.0,0.0,0.0,252.0,17.0,0.0,20.0,26.0,13.0,27.0,43.0,32.0
36,027,140602,1,Block Group 1; Census Tract 1406.02; Dutchess County; New York,36027140602,360271406021,360271406021,1621.0,111.0,449.0,560.0,37.0,34.0,0.0,12.0,19.0,9.0,27.0,449.0,560.0,100.0,9.0,107.0,171.0,35.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,79.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,44.0,19.0,10.0,0.0,22.0,21.0,560.0,75.0,44.0,54.0,33.0,0.0,57.0,47.0,111.0
36,027,140602,2,Block Group 2; Census Tract 1406.02; Dutchess County; New York,36027140602,360271406022,360271406022,1256.0,43.0,468.0,511.0,0.0,32.0,11.0,0.0,0.0,0.0,0.0,468.0,511.0,102.0,39.0,47.0,202.0,78.0,43.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,73.0,13.0,0.0,11.0,11.0,28.0,511.0,81.0,7.0,67.0,8.0,0.0,38.0,24.0,119.0
36,027,140700,1,Block Group 1; Census Tract 1407; Dutchess County; New York,36027140700,360271407001,360271407001,1611.9819383459999,219.997696996,467.99510088240004,687.9927978784,78.9994916982,0.0,0.0,0.0,0.0,140.9990927778,0.0,467.99445396600004,687.9927978784,82.9990164085,71.999146764,191.997724704,68.99918231550001,51.999383774,219.998584476,14.999903487,28.999813408199998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9999099212,161.9989576596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.998584476,0.0,219.998584476,219.998584476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.999704026799996,45.999704026799996,0.0,0.0,0.0,47.9996911584,0.0,78.9994916982,0.0,0.0,47.9996911584,0.0,0.0,0.0,0.0,0.0,32.9997876714,0.0,0.0,0.0,0.0,31.9997941056,46.9996975926,0.0,0.0,0.0,16.9998906186,0.0,15.9998970528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9999099212,13.9999099212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.999550599,40.999550599,0.0,39.999581272,31.9996650176,63.9993300352,27.999706890400002,0.0,43.9995393992,16.9998220406,14.999842977,687.9927978784,17.999811572400002,13.999853445200001,67.9992881624,108.9988589662,0.0,25.9997278268,91.99903692560001,120.99873334780001
36,027,140700,2,Block Group 2; Census Tract 1407; Dutchess County; New York,36027140700,360271407002,360271407002,484.0,0.0,233.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,233.0,233.0,52.0,19.0,0.0,39.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,96.0,51.0,0.0,0.0,40.0,0.0,18.0,0.0,0.0,17.0,0.0,233.0,101.0,17.0,0.0,0.0,0.0,19.0,0.0,21.0
36,027,140700,3,Block Group 3; Census Tract 1407; Dutchess County; New York,36027140700,360271407003,360271407003,1113.0,14.0,403.0,417.0,0.0,0.0,14.0,0.0,0.0,0.0,34.0,403.0,417.0,41.0,37.0,108.0,110.0,73.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,417.0,31.0,29.0,78.0,72.0,21.0,15.0,32.0,98.0
36,027,140700,4,Block Group 4; Census Tract 1407; Dutchess County; New York,36027140700,360271407004,360271407004,2510.0,77.0,707.0,784.0,0.0,24.0,0.0,0.0,0.0,53.0,0.0,707.0,784.0,136.0,85.0,72.0,251.0,163.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,22.0,784.0,40.0,90.0,155.0,35.0,32.0,48.0,194.0,115.0
36,027,140700,5,Block Group 5; Census Tract 1407; Dutchess County; New York,36027140700,360271407005,360271407005,823.0,18.0,297.0,315.0,18.0,0.0,0.0,0.0,0.0,0.0,23.0,297.0,315.0,109.0,52.0,49.0,17.0,47.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,15.0,0.0,17.0,17.0,0.0,315.0,84.0,70.0,0.0,33.0,0.0,16.0,15.0,13.0
36,027,140801,1,Block Group 1; Census Tract 1408.01; Dutchess County; New York,36027140801,360271408011,360271408011,579.0,8.0,164.0,172.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,164.0,172.0,0.0,20.0,25.0,29.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,46.0,5.0,0.0,0.0,172.0,39.0,8.0,0.0,12.0,0.0,0.0,24.0,9.0
36,027,140801,2,Block Group 2; Census Tract 1408.01; Dutchess County; New York,36027140801,360271408012,360271408012,1389.018061654,36.002303004,465.0048991176,501.0072021216,27.0005083018,0.0,0.0,0.0,0.0,9.0009072222,12.0,465.005546034,501.0072021216,99.0009835915,73.000853236,90.002275296,140.0008176845,51.000616226,36.001415524,9.6513e-05,0.0001865918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,9.00788e-05,0.0010423404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.001415524,0.0,36.001415524,36.001415524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002959732,0.0002959732,0.0,0.0,0.0,0.0003088416,0.0,0.0005083018,11.0,0.0,11.0003088416,0.0,0.0,0.0,0.0,0.0,25.0002123286,0.0,0.0,0.0,0.0,0.0002058944,0.0003024074,0.0,0.0,0.0,0.0001093814,0.0,9.0001029472,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00788e-05,9.00788e-05,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.000449401,0.00044940100000000004,0.0,11.000418728,12.0003349824,8.0006699648,12.0002931096,0.0,14.0004606008,0.00017795940000000002,9.000157023,501.0072021216,58.0001884276,74.0001465548,93.0007118376,57.0011410338,11.0,27.0002721732,86.0009630744,29.0012666522
