zipcode,number_full_owner_operators,number_high_sales_farms,number_large_farms,number_low_sales_farms,number_medium_farms,number_medium_sales_farms,number_part_owner_operators,number_small_farms,number_tenant_operators,total_farms_harvesting,total_farms_selling,total_full_time_farmers,pct_small_farms,pct_medium_farms,pct_large_farms,pct_low_sales_farms,pct_medium_sales_farms,pct_high_sales_farms,total_operators,pct_full_owner_operators,pct_part_owner_operators,pct_tenant_operators,pct_full_time_farmers
10950,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
10953,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10958,19.0,3.0,1.0,12.0,4.0,6.0,2.0,11.0,0.0,16.0,21.0,23.0,0.6875,0.25,0.0625,0.5714285714285714,0.2857142857142857,0.14285714285714285,21.0,0.9047619047619048,0.09523809523809523,0.0,1.0952380952380953
10963,6.0,1.0,0.0,6.0,1.0,0.0,1.0,5.0,0.0,6.0,7.0,7.0,0.8333333333333334,0.16666666666666666,0.0,0.8571428571428571,0.0,0.14285714285714285,7.0,0.8571428571428571,0.14285714285714285,0.0,1.0
10969,4.0,5.0,1.0,4.0,7.0,5.0,4.0,6.0,6.0,14.0,14.0,18.0,0.42857142857142855,0.5,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.35714285714285715,14.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.2857142857142858
10973,8.0,2.0,0.0,9.0,2.0,0.0,3.0,7.0,0.0,9.0,11.0,12.0,0.7777777777777778,0.2222222222222222,0.0,0.8181818181818182,0.0,0.18181818181818182,11.0,0.7272727272727273,0.2727272727272727,0.0,1.0909090909090908
10985,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
10987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
10988,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
10990,46.0,6.0,2.0,43.0,24.0,21.0,20.0,32.0,4.0,58.0,70.0,80.0,0.5517241379310345,0.41379310344827586,0.034482758620689655,0.6142857142857143,0.3,0.08571428571428572,70.0,0.6571428571428571,0.2857142857142857,0.05714285714285714,1.1428571428571428
10992,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.8
10998,8.0,3.0,1.0,14.0,8.0,0.0,7.0,5.0,2.0,14.0,17.0,25.0,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.8235294117647058,0.0,0.17647058823529413,17.0,0.47058823529411764,0.4117647058823529,0.11764705882352941,1.4705882352941178
12015,12.0,0.0,0.0,13.0,2.0,0.0,1.0,5.0,0.0,7.0,13.0,4.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,0.0,13.0,0.9230769230769231,0.07692307692307693,0.0,0.3076923076923077
12017,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
12018,35.0,0.0,0.0,33.0,3.0,2.0,0.0,27.0,0.0,30.0,35.0,19.0,0.9,0.1,0.0,0.9428571428571428,0.05714285714285714,0.0,35.0,1.0,0.0,0.0,0.5428571428571428
12022,7.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,7.0,1.0,0.0,0.0,0.0
12023,38.0,1.0,0.0,44.0,7.0,2.0,9.0,26.0,0.0,33.0,47.0,42.0,0.7878787878787878,0.21212121212121213,0.0,0.9361702127659575,0.0425531914893617,0.02127659574468085,47.0,0.8085106382978723,0.19148936170212766,0.0,0.8936170212765957
12024,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
12029,7.0,0.0,0.0,7.0,2.0,3.0,2.0,4.0,1.0,6.0,10.0,10.0,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,10.0,0.7,0.2,0.1,1.0
12033,6.0,2.0,1.0,10.0,3.0,2.0,3.0,10.0,5.0,14.0,14.0,10.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.14285714285714285,0.14285714285714285,14.0,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.7142857142857143
12037,24.0,0.0,0.0,20.0,4.0,6.0,2.0,9.0,0.0,13.0,26.0,24.0,0.6923076923076923,0.3076923076923077,0.0,0.7692307692307693,0.23076923076923078,0.0,26.0,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231
12041,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.5
12042,10.0,0.0,0.0,12.0,7.0,1.0,2.0,6.0,1.0,13.0,13.0,13.0,0.46153846153846156,0.5384615384615384,0.0,0.9230769230769231,0.07692307692307693,0.0,13.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,1.0
12046,5.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.8333333333333334,0.0,0.16666666666666666,6.0,0.8333333333333334,0.16666666666666666,0.0,0.5
12051,4.0,1.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,7.0,10.0,0.6666666666666666,0.3333333333333333,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,7.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.4285714285714286
12054,10.0,0.0,0.0,14.0,1.0,0.0,4.0,11.0,0.0,12.0,14.0,13.0,0.9166666666666666,0.08333333333333333,0.0,1.0,0.0,0.0,14.0,0.7142857142857143,0.2857142857142857,0.0,0.9285714285714286
12058,4.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,0.5,0.5,0.0,1.0,0.0,0.0,5.0,0.8,0.2,0.0,0.6
12059,19.0,0.0,0.0,21.0,3.0,0.0,2.0,8.0,0.0,11.0,21.0,15.0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.0,0.0,21.0,0.9047619047619048,0.09523809523809523,0.0,0.7142857142857143
12060,5.0,0.0,0.0,8.0,5.0,2.0,5.0,2.0,0.0,7.0,10.0,4.0,0.2857142857142857,0.7142857142857143,0.0,0.8,0.2,0.0,10.0,0.5,0.5,0.0,0.4
12061,13.0,0.0,0.0,7.0,2.0,6.0,0.0,9.0,0.0,11.0,13.0,18.0,0.8181818181818182,0.18181818181818182,0.0,0.5384615384615384,0.46153846153846156,0.0,13.0,1.0,0.0,0.0,1.3846153846153846
12062,14.0,0.0,0.0,14.0,0.0,1.0,1.0,15.0,0.0,15.0,15.0,6.0,1.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,15.0,0.9333333333333333,0.06666666666666667,0.0,0.4
12067,5.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,6.0,6.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,6.0,0.8333333333333334,0.16666666666666666,0.0,0.0
12075,21.0,8.0,1.0,33.0,21.0,11.0,27.0,14.0,4.0,36.0,52.0,43.0,0.3888888888888889,0.5833333333333334,0.027777777777777776,0.6346153846153846,0.21153846153846154,0.15384615384615385,52.0,0.40384615384615385,0.5192307692307693,0.07692307692307693,0.8269230769230769
12076,11.0,0.0,0.0,14.0,5.0,2.0,5.0,6.0,0.0,11.0,16.0,22.0,0.5454545454545454,0.45454545454545453,0.0,0.875,0.125,0.0,16.0,0.6875,0.3125,0.0,1.375
12077,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.0
12083,16.0,0.0,0.0,20.0,10.0,1.0,5.0,6.0,0.0,16.0,21.0,19.0,0.375,0.625,0.0,0.9523809523809523,0.047619047619047616,0.0,21.0,0.7619047619047619,0.23809523809523808,0.0,0.9047619047619048
12087,9.0,0.0,0.0,8.0,4.0,3.0,2.0,5.0,0.0,9.0,11.0,15.0,0.5555555555555556,0.4444444444444444,0.0,0.7272727272727273,0.2727272727272727,0.0,11.0,0.8181818181818182,0.18181818181818182,0.0,1.3636363636363635
12106,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,11.0,0.4,0.2,0.4,0.0,0.4,0.6,5.0,0.6,0.4,0.0,2.2
12115,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.5,0.5,0.0,2.0,1.0,0.0,0.0,1.0
12120,9.0,0.0,2.0,12.0,3.0,2.0,4.0,3.0,1.0,8.0,14.0,9.0,0.375,0.375,0.25,0.8571428571428571,0.14285714285714285,0.0,14.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6428571428571429
12123,25.0,0.0,0.0,26.0,10.0,0.0,1.0,10.0,0.0,20.0,26.0,27.0,0.5,0.5,0.0,1.0,0.0,0.0,26.0,0.9615384615384616,0.038461538461538464,0.0,1.0384615384615385
12125,8.0,0.0,0.0,7.0,0.0,2.0,1.0,6.0,0.0,6.0,9.0,12.0,1.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,9.0,0.8888888888888888,0.1111111111111111,0.0,1.3333333333333333
12132,4.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,0.25,0.75,0.0,0.75,0.25,0.0,4.0,1.0,0.0,0.0,0.5
12136,9.0,3.0,1.0,10.0,6.0,1.0,2.0,4.0,3.0,11.0,14.0,10.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.7142857142857143,0.07142857142857142,0.21428571428571427,14.0,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.7142857142857143
12138,25.0,2.0,1.0,28.0,5.0,2.0,7.0,20.0,0.0,26.0,32.0,44.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.875,0.0625,0.0625,32.0,0.78125,0.21875,0.0,1.375
12143,4.0,0.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,5.0,5.0,1.0,0.6,0.4,0.0,1.0,0.0,0.0,5.0,0.8,0.2,0.0,0.2
12144,3.0,2.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,6.0,6.0,10.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.5,0.3333333333333333,6.0,0.5,0.5,0.0,1.6666666666666667
12147,4.0,0.0,0.0,9.0,5.0,2.0,7.0,5.0,0.0,10.0,11.0,7.0,0.5,0.5,0.0,0.8181818181818182,0.18181818181818182,0.0,11.0,0.36363636363636365,0.6363636363636364,0.0,0.6363636363636364
12153,5.0,0.0,0.0,7.0,2.0,0.0,2.0,3.0,0.0,5.0,7.0,6.0,0.6,0.4,0.0,1.0,0.0,0.0,7.0,0.7142857142857143,0.2857142857142857,0.0,0.8571428571428571
12156,2.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,5.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.0,0.2,5.0,0.4,0.6,0.0,1.2
12158,8.0,1.0,0.0,12.0,8.0,2.0,6.0,7.0,1.0,15.0,15.0,11.0,0.4666666666666667,0.5333333333333333,0.0,0.8,0.13333333333333333,0.06666666666666667,15.0,0.5333333333333333,0.4,0.06666666666666667,0.7333333333333333
12165,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
12168,18.0,1.0,1.0,18.0,2.0,2.0,3.0,10.0,0.0,13.0,21.0,10.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8571428571428571,0.09523809523809523,0.047619047619047616,21.0,0.8571428571428571,0.14285714285714285,0.0,0.47619047619047616
12173,2.0,0.0,0.0,5.0,0.0,2.0,2.0,4.0,3.0,4.0,7.0,7.0,1.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,7.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0
12174,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
12176,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12184,27.0,12.0,3.0,19.0,11.0,3.0,6.0,9.0,1.0,23.0,34.0,50.0,0.391304347826087,0.4782608695652174,0.13043478260869565,0.5588235294117647,0.08823529411764706,0.35294117647058826,34.0,0.7941176470588235,0.17647058823529413,0.029411764705882353,1.4705882352941178
12186,7.0,9.0,9.0,9.0,3.0,1.0,12.0,4.0,0.0,16.0,19.0,28.0,0.25,0.1875,0.5625,0.47368421052631576,0.05263157894736842,0.47368421052631576,19.0,0.3684210526315789,0.631578947368421,0.0,1.4736842105263157
12192,8.0,0.0,1.0,10.0,1.0,2.0,4.0,2.0,0.0,4.0,12.0,3.0,0.5,0.25,0.25,0.8333333333333334,0.16666666666666666,0.0,12.0,0.6666666666666666,0.3333333333333333,0.0,0.25
12193,23.0,3.0,2.0,30.0,16.0,3.0,11.0,11.0,2.0,29.0,36.0,31.0,0.3793103448275862,0.5517241379310345,0.06896551724137931,0.8333333333333334,0.08333333333333333,0.08333333333333333,36.0,0.6388888888888888,0.3055555555555556,0.05555555555555555,0.8611111111111112
12202,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0
12401,19.0,1.0,0.0,18.0,1.0,7.0,2.0,20.0,5.0,21.0,26.0,12.0,0.9523809523809523,0.047619047619047616,0.0,0.6923076923076923,0.2692307692307692,0.038461538461538464,26.0,0.7307692307692307,0.07692307692307693,0.19230769230769232,0.46153846153846156
12404,10.0,4.0,0.0,14.0,13.0,7.0,14.0,11.0,1.0,24.0,25.0,45.0,0.4583333333333333,0.5416666666666666,0.0,0.56,0.28,0.16,25.0,0.4,0.56,0.04,1.8
12405,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
12406,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12409,2.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,6.0,1.0,0.0,0.0,0.5,0.0,0.5,4.0,0.5,0.5,0.0,1.5
12410,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
12413,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0
12414,15.0,3.0,1.0,17.0,4.0,1.0,5.0,12.0,1.0,17.0,21.0,18.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.8095238095238095,0.047619047619047616,0.14285714285714285,21.0,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.8571428571428571
12418,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,6.0,0.5,0.5,0.0,0.5,0.5,0.0,4.0,0.5,0.5,0.0,1.5
12421,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12423,3.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,5.0,5.0,5.0,0.4,0.6,0.0,0.8,0.2,0.0,5.0,0.6,0.4,0.0,1.0
12424,0.0,0.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,4.0,5.0,6.0,0.25,0.75,0.0,1.0,0.0,0.0,5.0,0.0,0.8,0.2,1.2
12428,14.0,0.0,0.0,14.0,2.0,1.0,1.0,1.0,0.0,3.0,15.0,20.0,0.3333333333333333,0.6666666666666666,0.0,0.9333333333333333,0.06666666666666667,0.0,15.0,0.9333333333333333,0.06666666666666667,0.0,1.3333333333333333
12429,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
12430,1.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,0.0,5.0,5.0,6.0,0.4,0.6,0.0,0.6,0.4,0.0,5.0,0.2,0.8,0.0,1.2
12431,6.0,0.0,0.0,8.0,1.0,1.0,3.0,8.0,0.0,9.0,9.0,6.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
12432,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12433,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
12435,5.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,4.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,1.0
12440,6.0,0.0,0.0,8.0,1.0,1.0,1.0,8.0,2.0,9.0,9.0,5.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,9.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.5555555555555556
12442,5.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.2
12443,0.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0,8.0,0.0,0.25,0.75,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0
12444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
12446,13.0,1.0,0.0,16.0,10.0,8.0,11.0,10.0,1.0,20.0,25.0,16.0,0.5,0.5,0.0,0.64,0.32,0.04,25.0,0.52,0.44,0.04,0.64
12449,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
12451,9.0,1.0,0.0,13.0,8.0,3.0,8.0,9.0,0.0,17.0,17.0,24.0,0.5294117647058824,0.47058823529411764,0.0,0.7647058823529411,0.17647058823529413,0.058823529411764705,17.0,0.5294117647058824,0.47058823529411764,0.0,1.411764705882353
12452,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
12453,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
12455,14.0,0.0,0.0,16.0,2.0,1.0,3.0,11.0,0.0,13.0,17.0,20.0,0.8461538461538461,0.15384615384615385,0.0,0.9411764705882353,0.058823529411764705,0.0,17.0,0.8235294117647058,0.17647058823529413,0.0,1.1764705882352942
12458,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
12460,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
12461,5.0,0.0,0.0,6.0,2.0,0.0,1.0,4.0,0.0,6.0,6.0,5.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,6.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334
12463,7.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.2857142857142857
12464,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
12468,17.0,0.0,0.0,12.0,16.0,8.0,3.0,3.0,0.0,19.0,20.0,12.0,0.15789473684210525,0.8421052631578947,0.0,0.6,0.4,0.0,20.0,0.85,0.15,0.0,0.6
12469,5.0,0.0,0.0,9.0,3.0,0.0,4.0,4.0,0.0,7.0,9.0,12.0,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,0.0,9.0,0.5555555555555556,0.4444444444444444,0.0,1.3333333333333333
12470,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.75,0.0,0.25,1.75
12472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12473,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
12477,27.0,1.0,0.0,24.0,4.0,8.0,5.0,16.0,1.0,20.0,33.0,31.0,0.8,0.2,0.0,0.7272727272727273,0.24242424242424243,0.030303030303030304,33.0,0.8181818181818182,0.15151515151515152,0.030303030303030304,0.9393939393939394
12480,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12484,12.0,0.0,0.0,14.0,7.0,7.0,2.0,14.0,7.0,21.0,21.0,11.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,21.0,0.5714285714285714,0.09523809523809523,0.3333333333333333,0.5238095238095238
12486,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
