state_ansi,statisticcat_desc,county_name,util_practice_desc,commodity_desc,region_desc,begin_code,year,state_name,Value,congr_district_code,country_code,watershed_desc,zip_5,watershed_code,asd_code,reference_period_desc,state_alpha,source_desc,prodn_practice_desc,agg_level_desc,week_ending,load_time,class_desc,asd_desc,location_desc,domaincat_desc,country_name,short_desc,county_code,unit_desc,group_desc,freq_desc,county_ansi,sector_desc,end_code,domain_desc,state_fips_code,CV_pct,var_name,description
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,11,,9000,,10958,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10958,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,5,,9000,,10963,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10963,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,6,,9000,,10969,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10969,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,7,,9000,,10973,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10973,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,1,,9000,,10987,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10987,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,32,,9000,,10990,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10990,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,3,,9000,,10992,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10992,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,5,,9000,,10998,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,10998,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,5,,9000,,12015,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12015,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,2,,9000,,12017,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12017,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,27,,9000,,12018,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12018,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,3,,9000,,12022,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12022,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,26,,9000,,12023,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12023,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,4,,9000,,12029,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12029,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,10,,9000,,12033,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12033,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,9,,9000,,12037,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12037,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,1,,9000,,12041,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12041,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,6,,9000,,12042,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12042,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,2,,9000,,12046,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12046,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,2,,9000,,12051,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12051,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,11,,9000,,12054,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12054,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,1,,9000,,12058,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12058,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,8,,9000,,12059,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12059,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,2,,9000,,12060,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12060,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,9,,9000,,12061,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12061,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,15,,9000,,12062,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12062,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,5,,9000,,12067,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12067,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,14,,9000,,12075,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12075,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,6,,9000,,12076,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12076,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,2,,9000,,12077,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12077,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,6,,9000,,12083,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12083,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
36,AREA,,ALL UTILIZATION PRACTICES,AG LAND,,00,2022,NEW YORK,5,,9000,,12087,00000000,,YEAR,NY,CENSUS,ALL PRODUCTION PRACTICES,ZIP CODE,,2024-11-07 12:00:00.000,"CROPLAND, HARVESTED",,12087,AREA HARVESTED: (1.0 TO 49.9 ACRES),UNITED STATES,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,OPERATIONS,FARMS & LAND & ASSETS,ANNUAL,,ECONOMICS,00,AREA HARVESTED,36,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
