state_alpha,unit_desc,watershed_desc,Value,load_time,statisticcat_desc,prodn_practice_desc,group_desc,begin_code,class_desc,reference_period_desc,county_code,short_desc,congr_district_code,end_code,sector_desc,state_fips_code,week_ending,domaincat_desc,util_practice_desc,country_code,year,commodity_desc,state_ansi,asd_desc,location_desc,agg_level_desc,county_name,county_ansi,freq_desc,watershed_code,domain_desc,country_name,zip_5,region_desc,state_name,asd_code,source_desc,CV_pct,var_name,description
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10921,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10921,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,16,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10924,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10924,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10933,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10933,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,22,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10940,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10940,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10941,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10941,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10950,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10950,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,9,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10958,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10958,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,7,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10963,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10963,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,8,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10969,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10969,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,13,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10973,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10973,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10988,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10988,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,33,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10990,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10990,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10992,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10992,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,8,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,10998,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,10998,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12015,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12015,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12018,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12018,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12022,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12022,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,17,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12023,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12023,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12029,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12029,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,12,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12033,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12033,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,10,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12037,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12037,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12042,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12042,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12051,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12051,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,31,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12054,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12054,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,7,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12058,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12058,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,10,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12059,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12059,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12060,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12060,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12061,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12061,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12062,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12062,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12063,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12063,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,17,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12067,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12067,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,21,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12075,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12075,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,8,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12076,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12076,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12077,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12077,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12083,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12083,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,AREA HARVESTED: (1.0 TO 49.9 ACRES),ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12087,ZIP CODE,,,ANNUAL,00000000,AREA HARVESTED,UNITED STATES,12087,,NEW YORK,,CENSUS,,number_small_farms,Number small farms (1.0 to 49.9 acres harvested cropland)
