bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36007100122001,360710122001,G36007100122001,360710122001,1,1,1,1,1,1,1,1
G36007100122002,360710122002,G36007100122002,360710122002,1,1,1,1,1,1,1,1
G36007100122003,360710122003,G36007100122003,360710122003,1,1,1,1,1,1,1,1
G36007100123001,360710123001,G36007100123001,360710123001,1,1,1,1,1,1,1,1
G36007100123002,360710123002,G36007100123002,360710123002,0.9968920457,0.9905764967,0.9903846154,0.9898785425,0.9918300654,0.9922360248,0.9908759124,1
G36007100123002,360710123002,G36007100152031,360710152031,0.0031079543,0.0094235033,0.0096153846,0.0101214575,0.0081699346,0.0077639752,0.0091240876,0
G36007100123003,360710123003,G36007100123003,360710123003,0.9964239616,1,1,1,1,1,1,1
G36007100123003,360710123003,G36007100152031,360710152031,0.0035760384,0,0,0,0,0,0,0
G36007100123004,360710123004,G36007100123004,360710123004,1,1,1,1,1,1,1,1
G36007100126011,360710126011,G36007100126011,360710126011,1,1,1,1,1,1,1,1
G36007100126012,360710126012,G36007100126012,360710126012,1,1,1,1,1,1,1,1
G36007100126021,360710126021,G36007100126021,360710126021,1,1,1,1,1,1,1,1
G36007100126022,360710126022,G36007100126022,360710126022,1,1,1,1,1,1,1,1
G36007100126023,360710126023,G36007100126023,360710126023,1,1,1,1,1,1,1,1
G36007100127001,360710127001,G36007100127001,360710127001,0.9746038635,1,1,1,1,1,1,1
G36007100127001,360710127001,G36007100127002,360710127002,0.0245836125,0,0,0,0,0,0,0
G36007100127001,360710127001,G36007100127003,360710127003,0.000812524,0,0,0,0,0,0,0
G36007100127002,360710127002,G36007100127002,360710127002,1,1,1,1,1,1,1,1
G36007100127003,360710127003,G36007100127003,360710127003,1,1,1,1,1,1,1,1
G36007100127004,360710127004,G36007100127004,360710127004,1,1,1,1,1,1,1,1
G36007100127005,360710127005,G36007100127005,360710127005,1,1,1,1,1,1,1,1
G36007100128001,360710128001,G36007100128001,360710128001,1,1,1,1,1,1,1,1
G36007100128002,360710128002,G36007100128002,360710128002,1,1,1,1,1,1,1,1
G36007100128003,360710128003,G36007100128004,360710128004,0.3497016016,0.6941124391,0.6608695652,0.6897133221,0.6156542056,0.5936819172,0.5447019868,0.7857142857
G36007100128003,360710128003,G36007100128005,360710128005,0.6502983984,0.3058875609,0.3391304348,0.3102866779,0.3843457944,0.4063180828,0.4552980132,0.2142857143
G36007100128004,360710128004,G36007100128003,360710128003,1,1,1,1,1,1,1,1
G36007100129001,360710129001,G36007100129001,360710129001,0.9998400329,0.9984101749,0.9978969506,1,0.9978678038,0.9979633401,1,0.9921875
G36007100129001,360710129001,G36007100129003,360710129003,0.0001599671,0.0015898251,0.0021030494,0,0.0021321962,0.0020366599,0,0.0078125
G36007100129002,360710129002,G36007100129002,360710129002,1,1,1,1,1,1,1,1
G36007100129003,360710129003,G36007100129003,360710129003,1,1,1,1,1,1,1,1
G36007100130001,360710130001,G36007100130001,360710130001,1,1,1,1,1,1,1,1
G36007100130002,360710130002,G36007100130002,360710130002,1,1,1,1,1,1,1,1
G36007100130003,360710130003,G36007100130003,360710130003,1,1,1,1,1,1,1,1
G36007100130004,360710130004,G36007100130003,360710130003,0.0026893906,0,0,0,0,0,0,0
G36007100130004,360710130004,G36007100130004,360710130004,0.9973106094,1,1,1,1,1,1,1
G36007100131001,360710131001,G36007100131001,360710131001,1,1,1,1,1,1,1,1
G36007100131002,360710131002,G36007100131002,360710131002,1,1,1,1,1,1,1,1
G36007100131003,360710131003,G36007100131003,360710131003,1,1,1,1,1,1,1,1
G36007100131004,360710131004,G36007100131004,360710131004,1,1,1,1,1,1,1,1
G36007100131005,360710131005,G36007100129001,360710129001,0.0000632275,0,0,0,0,0,0,0
G36007100131005,360710131005,G36007100129003,360710129003,0.0000226921,0,0,0,0,0,0,0
G36007100131005,360710131005,G36007100131005,360710131005,0.9999140805,1,1,1,1,1,1,1
G36007100132011,360710132011,G36007100132011,360710132011,1,1,1,1,1,1,1,1
G36007100132012,360710132012,G36007100132012,360710132012,1,1,1,1,1,1,1,1
G36007100132013,360710132013,G36007100132013,360710132013,1,1,1,1,1,1,1,1
G36007100132014,360710132014,G36007100132012,360710132012,0.0245067061,0.0170908823,0.0179839865,0.0169648231,0.0177946814,0.0181492574,0.0180744719,0
G36007100132014,360710132014,G36007100132013,360710132013,0.0244391014,0.0380483438,0.0294117647,0.0330578512,0.0325077399,0.0320121951,0.0330188679,0
G36007100132014,360710132014,G36007100132014,360710132014,0.9510541925,0.944860774,0.9526042488,0.9499773256,0.9496975787,0.9498385474,0.9489066601,1
G36007100132021,360710132021,G36007100132021,360710132021,0.976946278,1,1,1,1,1,1,1
G36007100132021,360710132021,G36007100132022,360710132022,0.023053722,0,0,0,0,0,0,0
G36007100132022,360710132022,G36007100132013,360710132013,0.0002329002,0,0,0,0,0,0,0
G36007100132022,360710132022,G36007100132022,360710132022,0.9997670998,1,1,1,1,1,1,1
G36007100133001,360710133001,G36007100133011,360710133011,1,1,1,1,1,1,1,1
G36007100133002,360710133002,G36007100133011,360710133011,0.0006967169,0,0,0,0,0,0,0
G36007100133002,360710133002,G36007100133012,360710133012,0.2706613178,0.5474964904,0.5541125541,0.5500878735,0.5423514539,0.5285714286,0.5532233883,0.4838709677
G36007100133002,360710133002,G36007100133013,360710133013,0.7286419653,0.4525035096,0.4458874459,0.4499121265,0.4576485461,0.4714285714,0.4467766117,0.5161290323
G36007100133003,360710133003,G36007100133021,360710133021,1,1,1,1,1,1,1,1
G36007100133004,360710133004,G36007100133022,360710133022,1,1,1,1,1,1,1,1
G36007100134001,360710134001,G36007100134001,360710134001,1,1,1,1,1,1,1,1
G36007100134002,360710134002,G36007100134002,360710134002,1,1,1,1,1,1,1,1
G36007100134003,360710134003,G36007100134002,360710134002,0.0000224368,0.0001234529,0.0001230448,0.0001283782,0.000118129,0.0001090386,0.0001249994,0.000035824
G36007100134003,360710134003,G36007100134003,360710134003,0.9999775632,0.9998765471,0.9998769552,0.9998716218,0.999881871,0.9998909614,0.9998750006,0.999964176
G36007100135001,360710135001,G36007100135001,360710135001,0.9980972625,1,1,1,1,1,1,1
G36007100135001,360710135001,G36007100150032,360710150032,0.0019027375,0,0,0,0,0,0,0
G36007100135002,360710135002,G36007100135002,360710135002,1,1,1,1,1,1,1,1
G36007100135003,360710135003,G36007100135003,360710135003,1,1,1,1,1,1,1,1
G36007100136001,360710136001,G36007100131004,360710131004,0.0293874991,0,0,0,0,0,0,0
G36007100136001,360710136001,G36007100136001,360710136001,0.7987733383,0.998545874,0.9990630007,0.9959058434,0.9960034783,0.9958710997,1,0.9959843256
G36007100136001,360710136001,G36007100137001,360710137001,0.0001128332,0.001454126,0.0009369993,0.0040941566,0.0039965217,0.0041289003,0,0.0040156744
G36007100136001,360710136001,G36007100137002,360710137002,0.000136881,0,0,0,0,0,0,0
G36007100136001,360710136001,G36007100138002,360710138002,0.0001191435,0,0,0,0,0,0,0
G36007100136001,360710136001,G36007100139003,360710139003,0.0007773755,0,0,0,0,0,0,0
G36007100136001,360710136001,G36007100139004,360710139004,0.1706929293,0,0,0,0,0,0,0
G36007100137001,360710137001,G36007100137001,360710137001,1,1,1,1,1,1,1,1
G36007100137002,360710137002,G36007100136001,360710136001,0.0363983255,0,0,0,0,0,0,0
G36007100137002,360710137002,G36007100137002,360710137002,0.9636016745,1,1,1,1,1,1,1
G36007100138001,360710138001,G36007100138001,360710138001,0.9937902637,0.9694376528,0.9754977029,0.9705882353,0.9736147757,0.9709443099,0.9793814433,0.9675675676
G36007100138001,360710138001,G36007100138002,360710138002,0.0062097363,0.0305623472,0.0245022971,0.0294117647,0.0263852243,0.0290556901,0.0206185567,0.0324324324
G36007100138002,360710138002,G36007100138001,360710138001,0.0087169459,0.0380530973,0.04004329,0.0318471338,0.0533880903,0.05,0.0212765957,0.1202531646
G36007100138002,360710138002,G36007100138002,360710138002,0.9912830541,0.9619469027,0.95995671,0.9681528662,0.9466119097,0.95,0.9787234043,0.8797468354
G36007100138003,360710138003,G36007100138003,360710138003,1,1,1,1,1,1,1,1
G36007100139001,360710139001,G36007100139001,360710139001,0.9990469083,1,1,1,1,1,1,1
G36007100139001,360710139001,G36007100150032,360710150032,0.0009530917,0,0,0,0,0,0,0
G36007100139002,360710139002,G36007100139002,360710139002,1,1,1,1,1,1,1,1
G36007100139003,360710139003,G36007100139003,360710139003,1,1,1,1,1,1,1,1
G36007100139004,360710139004,G36007100139004,360710139004,1,1,1,1,1,1,1,1
G36007100141011,360710141011,G36007100141011,360710141011,0.9990989541,1,1,1,1,1,1,1
G36007100141011,360710141011,G36007100141012,360710141012,0.0009010459,0,0,0,0,0,0,0
G36007100141012,360710141012,G36007100141012,360710141012,1,1,1,1,1,1,1,1
G36007100141013,360710141013,G36007100141013,360710141013,0.9972028477,0.9982395979,0.9984868308,0.9984383153,0.9987143419,0.9987507628,0.9985728779,1
G36007100141013,360710141013,G36007100141024,360710141024,0.0027971523,0.0017604021,0.0015131692,0.0015616847,0.0012856581,0.0012492372,0.0014271221,0
G36007100141021,360710141021,G36007100141021,360710141021,1,1,1,1,1,1,1,1
G36007100141022,360710141022,G36007100141013,360710141013,0.0099977959,0.0129596353,0.0108940138,0.0104789651,0.0071236853,0.0067806183,0.0102434733,0
G36007100141022,360710141022,G36007100141023,360710141023,0.1818669143,0.312152502,0.3191929643,0.3021472393,0.3819444444,0.3796033994,0.335235378,0.4885993485
G36007100141022,360710141022,G36007100141024,360710141024,0.8081352897,0.6748878627,0.6699130219,0.6873737957,0.6109318702,0.6136159823,0.6545211486,0.5114006515
G36007100141023,360710141023,G36007100141022,360710141022,1,1,1,1,1,1,1,1
G36007100142011,360710142011,G36007100142011,360710142011,1,1,1,1,1,1,1,1
G36007100142012,360710142012,G36007100142012,360710142012,1,1,1,1,1,1,1,1
G36007100142013,360710142013,G36007100142013,360710142013,1,1,1,1,1,1,1,1
G36007100142021,360710142021,G36007100142021,360710142021,1,1,1,1,1,1,1,1
G36007100142022,360710142022,G36007100142022,360710142022,1,1,1,1,1,1,1,1
G36007100142023,360710142023,G36007100142023,360710142023,1,1,1,1,1,1,1,1
G36007100142024,360710142024,G36007100142024,360710142024,1,1,1,1,1,1,1,1
G36007100142025,360710142025,G36007100142025,360710142025,1,1,1,1,1,1,1,1
G36007100143011,360710143011,G36007100143011,360710143011,1,1,1,1,1,1,1,1
G36007100143012,360710143012,G36007100143012,360710143012,1,1,1,1,1,1,1,1
G36007100143013,360710143013,G36007100143013,360710143013,1,1,1,1,1,1,1,1
G36007100143014,360710143014,G36007100143014,360710143014,1,1,1,1,1,1,1,1
G36007100143021,360710143021,G36007100143021,360710143021,0.9956574058,1,1,1,1,1,1,1
G36007100143021,360710143021,G36007100143022,360710143022,0.0043425942,0,0,0,0,0,0,0
G36007100143022,360710143022,G36007100143021,360710143021,0.0019734385,0.0013333957,0.0013090509,0.001465475,0.0013906764,0.0013654756,0.0014537842,0.0002239909
G36007100143022,360710143022,G36007100143022,360710143022,0.9980265615,0.9986666043,0.9986909491,0.998534525,0.9986093236,0.9986345244,0.9985462158,0.9997760091
G36007100143023,360710143023,G36007100143023,360710143023,1,1,1,1,1,1,1,1
G36007100143024,360710143024,G36007100143024,360710143024,1,1,1,1,1,1,1,1
G36007100144001,360710144001,G36007100144001,360710144001,1,1,1,1,1,1,1,1
G36007100144002,360710144002,G36007100144002,360710144002,1,1,1,1,1,1,1,1
G36007100144003,360710144003,G36007100144002,360710144002,0.0003207661,0,0,0,0,0,0,0
G36007100144003,360710144003,G36007100144003,360710144003,0.9996792339,1,1,1,1,1,1,1
G36007100144004,360710144004,G36007100144004,360710144004,1,1,1,1,1,1,1,1
G36007100145011,360710145011,G36007100117022,360710117022,0,0,0,0,0,0,0,0
G36007100145011,360710145011,G36007100145011,360710145011,0.9804065348,0.9968717414,0.9957953749,0.9961089494,0.9970544919,0.9972451791,0.9961832061,1
G36007100145011,360710145011,G36007100145012,360710145012,0.0195934652,0.0031282586,0.0042046251,0.0038910506,0.0029455081,0.0027548209,0.0038167939,0
G36007100145012,360710145012,G34003703713003,340373713003,0.0002676093,0.0001602519,0.0001502671,0.0001528116,0.0001617826,0.0001620126,0.0001569023,0.0002079936
G36007100145012,360710145012,G36007100145011,360710145011,0.0157099739,0.0040858018,0.0027247956,0.0035714286,0.0029850746,0.0027932961,0.00330033,0
G36007100145012,360710145012,G36007100145012,360710145012,0.9831243207,0.9824750903,0.9862257547,0.9855614741,0.9849128442,0.985871507,0.9833414476,0.9997920064
G36007100145012,360710145012,G36007100145013,360710145013,0.0008672181,0.013278856,0.0108991826,0.0107142857,0.0119402985,0.0111731844,0.0132013201,0
G36007100145012,360710145012,G36007100145023,360710145023,0.000030878,0,0,0,0,0,0,0
G36007100145013,360710145013,G36007100145013,360710145013,1,1,1,1,1,1,1,1
G36007100145021,360710145021,G36007100145021,360710145021,1,1,1,1,1,1,1,1
G36007100145022,360710145022,G34003703715031,340373715031,0.0000774616,0,0,0,0,0,0,0
G36007100145022,360710145022,G36007100145022,360710145022,0.9999225384,1,1,1,1,1,1,1
G36007100145023,360710145023,G34003703714001,340373714001,0.0014557387,0.0000433026,0.000034856,0.0000302778,0.0000494537,0.0000460309,0.0000274352,0.00025048
G36007100145023,360710145023,G34003703715031,340373715031,0.0010718663,0.0001058988,0.0001127749,0.0001240894,0.0001013397,0.0000976699,0.0001084531,0.0000363947
G36007100145023,360710145023,G34003703715032,340373715032,0.0003298439,0.0000363884,0.0000488175,0.0000254433,0.0000207787,0.0000193406,0.0000230546,0
G36007100145023,360710145023,G36007100145021,360710145021,0.0022663358,0.0089806915,0.0108433735,0.0094191523,0.0115384615,0.0107398568,0.0113798009,0.012987013
G36007100145023,360710145023,G36007100145023,360710145023,0.9948762153,0.9908337187,0.9889601782,0.9904010372,0.9882899663,0.9890971018,0.9884612561,0.9867261123
G36007100146001,360710146001,G36007100146021,360710146021,1,1,1,1,1,1,1,1
G36007100146002,360710146002,G36007100146011,360710146011,0.5258542642,0.5895807457,0.56424281,0.5061072444,0.5999346759,0.5954104075,0.4392829001,0.8220704647
G36007100146002,360710146002,G36007100146013,360710146013,0.4741457358,0.4104192543,0.43575719,0.4938927556,0.4000653241,0.4045895925,0.5607170999,0.1779295353
G36007100146003,360710146003,G36007100146012,360710146012,0.9909076882,0.9830348728,0.9818181818,0.9790940767,0.9809264305,0.9821882952,0.9821958457,0.9666666667
G36007100146003,360710146003,G36007100146014,360710146014,0.0090923118,0.0169651272,0.0181818182,0.0209059233,0.0190735695,0.0178117048,0.0178041543,0.0333333333
G36007100146004,360710146004,G36007100146022,360710146022,1,1,1,1,1,1,1,1
G36007100146005,360710146005,G36007100146023,360710146023,1,1,1,1,1,1,1,1
G36007100146006,360710146006,G36007100146014,360710146014,1,1,1,1,1,1,1,1
G36007100147001,360710147001,G36007100147001,360710147001,1,1,1,1,1,1,1,1
G36007100147002,360710147002,G36007100146011,360710146011,0.0000936186,0,0,0,0,0,0,0
G36007100147002,360710147002,G36007100147002,360710147002,0.9999063814,1,1,1,1,1,1,1
G36007100147003,360710147003,G36007100147002,360710147002,1,1,1,1,1,1,1,1
G36007100148001,360710148001,G36007100147002,360710147002,0.0000330246,0,0,0,0,0,0,0
G36007100148001,360710148001,G36007100148021,360710148021,0.9999669754,1,1,1,1,1,1,1
G36007100148002,360710148002,G36007100148011,360710148011,1,1,1,1,1,1,1,1
G36007100148003,360710148003,G36007100148022,360710148022,1,1,1,1,1,1,1,1
G36007100148004,360710148004,G36007100148011,360710148011,0.024983035,0,0,0,0,0,0,0
G36007100148004,360710148004,G36007100148012,360710148012,0.975016965,1,1,1,1,1,1,1
G36007100148005,360710148005,G36007100148023,360710148023,1,1,1,1,1,1,1,1
G36007100148006,360710148006,G36007100148012,360710148012,0,0,0,0,0,0,0,0
G36007100148006,360710148006,G36007100148013,360710148013,1,1,1,1,1,1,1,1
G36007100149001,360710149001,G36007100149001,360710149001,1,1,1,1,1,1,1,1
G36007100149002,360710149002,G36007100149002,360710149002,1,1,1,1,1,1,1,1
G36007100149003,360710149003,G36007100149002,360710149002,0.0000323854,0,0,0,0,0,0,0
G36007100149003,360710149003,G36007100149003,360710149003,0.9999676146,1,1,1,1,1,1,1
G36007100150031,360710150031,G36007100150032,360710150032,0.8740400647,0.4686142914,0.4383954155,0.4418103448,0.4425531915,0.5566666667,0.5833333333,0.3942857143
G36007100150031,360710150031,G36007100150033,360710150033,0.1259599353,0.5313857086,0.5616045845,0.5581896552,0.5574468085,0.4433333333,0.4166666667,0.6057142857
G36007100150032,360710150032,G36007100150031,360710150031,1,1,1,1,1,1,1,1
G36007100150041,360710150041,G36007100150081,360710150081,1,1,1,1,1,1,1,1
G36007100150042,360710150042,G36007100150071,360710150071,0.9886833549,0.9786885782,0.9819387829,0.9815156662,0.9812118609,0.9821981149,0.9538318685,0.9918479348
G36007100150042,360710150042,G36007100150073,360710150073,0.0113166451,0.0213114218,0.0180612171,0.0184843338,0.0187881391,0.0178018851,0.0461681315,0.0081520652
G36007100150043,360710150043,G36007100150072,360710150072,0.3256516204,0.2655999427,0.2766529699,0.2720885577,0.275763702,0.2784719793,0.27082078,0.2779282495
G36007100150043,360710150043,G36007100150073,360710150073,0.1549946919,0.1820850793,0.1625850123,0.1786337919,0.1726793322,0.1584918476,0.1492058219,0.1829585818
G36007100150043,360710150043,G36007100150081,360710150081,0.1290884583,0.1740670125,0.1767291727,0.1731097715,0.1738281182,0.1774458931,0.1827838113,0.169906344
G36007100150043,360710150043,G36007100150082,360710150082,0.3902652294,0.3782479655,0.3840328451,0.3761678789,0.3777288477,0.3855902799,0.3971895868,0.3692068247
G36007100150051,360710150051,G36007100150051,360710150051,1,1,1,1,1,1,1,1
G36007100150052,360710150052,G36007100150052,360710150052,1,1,1,1,1,1,1,1
G36007100150061,360710150061,G36007100150092,360710150092,0.3981346243,0.2410225351,0.2868683003,0.159505435,0.251794149,0.2403837366,0.1934713051,0.274417907
G36007100150061,360710150061,G36007100150101,360710150101,0.1043983583,0.1495253165,0.1770334928,0.2020330368,0.174282678,0.1773399015,0.2395437262,0.1489675516
G36007100150061,360710150061,G36007100150102,360710150102,0.1071233332,0.2879746835,0.2502392344,0.3100381194,0.261424017,0.275862069,0.2737642586,0.2566371681
G36007100150061,360710150061,G36007100150103,360710150103,0.3903436842,0.3214774649,0.2858589725,0.3284234088,0.312499156,0.3064142929,0.2932207102,0.3199773732
G36007100150062,360710150062,G36007100150091,360710150091,1,1,1,1,1,1,1,1
G36007100151001,360710151001,G36007100151001,360710151001,1,1,1,1,1,1,1,1
G36007100151002,360710151002,G36007100151002,360710151002,0.9288549821,0.8618346546,0.8591117917,0.8430493274,0.8557692308,0.8644578313,0.9051094891,0.8171428571
G36007100151002,360710151002,G36007100151003,360710151003,0.0711450179,0.1381653454,0.1408882083,0.1569506726,0.1442307692,0.1355421687,0.0948905109,0.1828571429
G36007100151003,360710151003,G36007100151003,360710151003,0.8859343686,0.9085840377,0.8933168881,0.9257739928,0.8361627889,0.8465032057,0.952398918,0.7356185372
G36007100151003,360710151003,G36007100151004,360710151004,0.1140656314,0.0914159623,0.1066831119,0.0742260072,0.1638372111,0.1534967943,0.047601082,0.2643814628
G36007100151004,360710151004,G36007100151004,360710151004,0.998319113,1,1,1,1,1,1,1
G36007100151004,360710151004,G36007100151006,360710151006,0.001680887,0,0,0,0,0,0,0
G36007100151005,360710151005,G36007100016022,360710016022,0.061254713,0.010738255,0.0085066163,0.0101694915,0.0073664825,0.0120068611,0.0178571429,0.0046403712
G36007100151005,360710151005,G36007100151005,360710151005,0.938745287,0.989261745,0.9914933837,0.9898305085,0.9926335175,0.9879931389,0.9821428571,0.9953596288
G36007100151006,360710151006,G36007100114003,360710114003,0.3549585111,0.0733399405,0.0949008499,0.014084507,0.0142857143,0.02,0.0322580645,0
G36007100151006,360710151006,G36007100151004,360710151004,0.039362547,0.0089197225,0.0113314448,0.0093896714,0.0178571429,0.0166666667,0.0161290323,0.0192307692
G36007100151006,360710151006,G36007100151006,360710151006,0.6056789419,0.917740337,0.8937677054,0.9765258216,0.9678571429,0.9633333333,0.9516129032,0.9807692308
G36007100152001,360710152001,G36007100152031,360710152031,0.9764617051,1,1,1,1,1,1,1
G36007100152001,360710152001,G36007100152032,360710152032,0.0235382949,0,0,0,0,0,0,0
G36007100152002,360710152002,G36007100152012,360710152012,1,1,1,1,1,1,1,1
G36007100152003,360710152003,G36007100152023,360710152023,0.0133147252,0.0221238938,0.0238095238,0.0769230769,0.0454545455,0.0384615385,0.05,0
G36007100152003,360710152003,G36007100152031,360710152031,0.007752683,0,0,0,0,0,0,0
G36007100152003,360710152003,G36007100152032,360710152032,0.9789325919,0.9778761062,0.9761904762,0.9230769231,0.9545454545,0.9615384615,0.95,1
G36007100152004,360710152004,G36007100152023,360710152023,0.794298686,0.9581390027,0.9503514826,0.9588264431,0.9385757326,0.9371191742,0.9483591045,0.8894841704
G36007100152004,360710152004,G36007100152032,360710152032,0.205701314,0.0418609973,0.0496485174,0.0411735569,0.0614242674,0.0628808258,0.0516408955,0.1105158296
G36007100152005,360710152005,G36007100152011,360710152011,0.9921737123,0.9940227137,0.9968379447,0.9955947137,0.996350365,0.9965694683,0.995991984,1
G36007100152005,360710152005,G36007100152012,360710152012,0.0078262877,0.0059772863,0.0031620553,0.0044052863,0.003649635,0.0034305317,0.004008016,0
G36007100152006,360710152006,G36007100152021,360710152021,0.4078491552,0.5009026279,0.4580303277,0.4854301748,0.4380456366,0.4376087101,0.4730067707,0.166446744
G36007100152006,360710152006,G36007100152022,360710152022,0.2694937052,0.3359639233,0.35986733,0.3478747204,0.3600377003,0.3590869183,0.3414893617,0.5041322314
G36007100152006,360710152006,G36007100152023,360710152023,0.3226571396,0.1631334488,0.1821023423,0.1666951048,0.2019166631,0.2033043715,0.1855038676,0.3294210246
G36007300402001,360730402001,G36007300402001,360730402001,1,1,1,1,1,1,1,1
G36007300402002,360730402002,G36007300402002,360730402002,1,1,1,1,1,1,1,1
G36007300403001,360730403001,G36007300403001,360730403001,0.9887955607,0.9965916837,0.9954832882,0.993902439,0.993166287,0.9937238494,0.9914529915,1
G36007300403001,360730403001,G36007300406011,360730406011,0.0000244158,0,0,0,0,0,0,0
G36007300403001,360730403001,G36007300406033,360730406033,0.0111800234,0.0034083163,0.0045167118,0.006097561,0.006833713,0.0062761506,0.0085470085,0
G36007300403002,360730403002,G36007300403002,360730403002,1,1,1,1,1,1,1,1
G36007300404001,360730404001,G36007300404001,360730404001,1,1,1,1,1,1,1,1
G36007300404002,360730404002,G36007300404002,360730404002,1,1,1,1,1,1,1,1
G36007300404003,360730404003,G36007300402002,360730402002,0.0006773853,0,0,0,0,0,0,0
G36007300404003,360730404003,G36007300404003,360730404003,0.9993226147,1,1,1,1,1,1,1
G36007300405001,360730405001,G36007300405001,360730405001,1,1,1,1,1,1,1,1
G36007300405002,360730405002,G36007300405002,360730405002,1,1,1,1,1,1,1,1
G36007300406001,360730406001,G36007300406031,360730406031,1,1,1,1,1,1,1,1
G36007300406002,360730406002,G36007300406021,360730406021,0.0084622823,0.4248220641,0.4810797175,0.0029239766,0.0040983607,0.0056497175,0.0012626263,0.0163043478
G36007300406002,360730406002,G36007300406032,360730406032,0.5465093325,0.2646797153,0.2313319879,0.4970760234,0.4620901639,0.4623352166,0.4936868687,0.3260869565
G36007300406002,360730406002,G36007300406033,360730406033,0.4450283852,0.3104982206,0.2875882947,0.5,0.5338114754,0.5320150659,0.5050505051,0.6576086957
G36007300406003,360730406003,G36007300406011,360730406011,1,1,1,1,1,1,1,1
G36007300406004,360730406004,G36007300406012,360730406012,1,1,1,1,1,1,1,1
G36007300407001,360730407001,G36007300407021,360730407021,1,1,1,1,1,1,1,1
G36007300407002,360730407002,G36007300407022,360730407022,1,1,1,1,1,1,1,1
G36007300407003,360730407003,G36007300407011,360730407011,1,1,1,1,1,1,1,1
G36007300407004,360730407004,G36007300407012,360730407012,1,1,1,1,1,1,1,1
G36007300407005,360730407005,G36007300407023,360730407023,1,1,1,1,1,1,1,1
G36007300408011,360730408011,G36007300408011,360730408011,1,1,1,1,1,1,1,1
G36007300408012,360730408012,G36007300408012,360730408012,0.9192064835,0.6644295302,0.6625310174,0.696369637,0.6244131455,0.6047008547,0.7663230241,0.3185185185
G36007300408012,360730408012,G36007300408023,360730408023,0.0469679992,0.3029721956,0.3052109181,0.2673267327,0.3450704225,0.3675213675,0.1924398625,0.6740740741
G36007300408012,360730408012,G36007300408024,360730408024,0.0338255173,0.0325982742,0.0322580645,0.0363036304,0.0305164319,0.0277777778,0.0412371134,0.0074074074
G36007300408013,360730408013,G36007300408012,360730408012,0.6278521991,0.4634525661,0.4644696189,0.4696132597,0.4465408805,0.4294117647,0.4899497487,0.2278481013
G36007300408013,360730408013,G36007300408023,360730408023,0.0135162191,0.2846034215,0.2698249228,0.2624309392,0.28721174,0.3117647059,0.2211055276,0.6202531646
G36007300408013,360730408013,G36007300408024,360730408024,0.3586315818,0.2519440124,0.2657054583,0.2679558011,0.2662473795,0.2588235294,0.2889447236,0.1518987342
G36007300408021,360730408021,G36007300408021,360730408021,0.8408422421,0.8096013019,0.8083511777,0.8041543027,0.8207343413,0.813253012,0.8077858881,0.9230769231
G36007300408021,360730408021,G36007300408024,360730408024,0.1591577579,0.1903986981,0.1916488223,0.1958456973,0.1792656587,0.186746988,0.1922141119,0.0769230769
G36007300408022,360730408022,G36007300408021,360730408021,0.1462789774,0.0591614015,0.0544776119,0.0548245614,0.0510344828,0.0489949749,0.061482821,0.0174418605
G36007300408022,360730408022,G36007300408022,360730408022,0.7904864832,0.577828834,0.5701492537,0.5789473684,0.5696551724,0.5791457286,0.6274864376,0.3837209302
G36007300408022,360730408022,G36007300408023,360730408023,0.0581877086,0.3543940264,0.3664179104,0.3552631579,0.3696551724,0.3618090452,0.3001808318,0.5930232558
G36007300408022,360730408022,G36007300408024,360730408024,0.0050468308,0.0086157381,0.0089552239,0.0109649123,0.0096551724,0.0100502513,0.0108499096,0.0058139535
G36007300408023,360730408023,G36007300408023,360730408023,0.0075165377,0.2515337423,0.2408376963,0.2366412214,0.2506142506,0.2476635514,0.2276119403,0.2949640288
G36007300408023,360730408023,G36007300408024,360730408024,0.9924834623,0.7484662577,0.7591623037,0.7633587786,0.7493857494,0.7523364486,0.7723880597,0.7050359712
G36007304012001,360734012001,G36007304012001,360734012001,1,1,1,1,1,1,1,1
G36007304012002,360734012002,G36007304012002,360734012002,1,1,1,1,1,1,1,1
G36007304012003,360734012003,G36007304012003,360734012003,1,1,1,1,1,1,1,1
G36007304013001,360734013001,G36007304013001,360734013001,1,1,1,1,1,1,1,1
G36007304013002,360734013002,G36007304013002,360734013002,1,1,1,1,1,1,1,1
G36007304013003,360734013003,G36007304013003,360734013003,1,1,1,1,1,1,1,1
G36007309900000,360739900000,G36007309900000,360739900000,1,1,1,1,1,1,1,1
G36007500201001,360750201001,G36004500625002,360450625002,0.0003021055,0.0000141188,0.0000126095,0.000017387,0.0000125967,0.0000153369,0.0000148732,0
G36007500201001,360750201001,G36007500201021,360750201021,0.2231093752,0.5925076453,0.5720122574,0.5661971831,0.5653061224,0.4434351775,0.5493975904,0.6533333333
G36007500201001,360750201001,G36007500201022,360750201022,0.7765885193,0.407478236,0.427975133,0.4337854299,0.4346812809,0.5565494855,0.4505875365,0.3466666667
G36007500201002,360750201002,G36007500201011,360750201011,1,1,1,1,1,1,1,1
G36007500201003,360750201003,G36007500201012,360750201012,1,1,1,1,1,1,1,1
